State,Name,,ID,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,
OR,Rogue Valley Transit Dist,,0034-B,DRp,23,,23,,0.0 ,,252.3 ,Q,252.3 ,Q,26.7 ,Q,26.7 ,Q,61.5 ,Q,258.2 ,Q
,,,,MB,19,,19,,548.4 ,,564.7 ,Q,548.4 ,Q,30.7 ,Q,29.7 ,Q,787.7 ,Q,"1,496.7 ",Q
,,,,Total,42,,42,,548.4 ,,817.0 ,,800.6 ,,57.5 ,,56.4 ,,849.2 ,,"1,754.9 ",
OR,Salem Area MassTransDist,,0025-B,DRp,12,,12,,0.0 ,,356.5 ,,309.2 ,,26.6 ,,23.2 ,,54.4 ,,359.6 ,
,,,,MB,69,,69,,"2,299.8 ",,"2,458.2 ",,"2,299.8 ",,165.9 ,,158.1 ,,"4,421.7 ",,"13,265.2 ",
,,,,Total,81,,81,,"2,299.8 ",,"2,814.7 ",,"2,608.9 ",,192.6 ,,181.2 ,,"4,476.2 ",,"13,624.8 ",
OR,Tri-County Metro District,,0008-B,DRp,166,,190,,0.0 ,,"6,032.1 ",,"5,024.9 ",,408.5 ,,344.8 ,,781.9 ,,"6,830.8 ",
,,,,LR,58,,72,,"5,056.8 ",,"5,079.1 ",,"5,051.4 ",,288.0 ,,286.1 ,,"24,976.6 ",,"144,023.6 ",
,,,,MB,568,,695,,"22,992.1 ",,"26,622.6 ",,"22,957.6 ",,"2,019.9 ",,"1,856.2 ",,"65,427.9 ",,"216,054.7 ",
,,,,Total,792,,957,,"28,048.9 ",,"37,733.8 ",,"33,033.9 ",,"2,716.4 ",,"2,487.1 ",,"91,186.3 ",,"366,909.1 ",
PA,ACCESS Transportation Sys,,3067-F,DRp,430,,476,,0.0 ,,"12,798.9 ",,"12,798.9 ",,864.9 ,,864.9 ,,"2,058.6 ",,"13,139.6 ",
PA,Altoona Metro Transit,,3011-B,DR,1,,2,,0.0 ,,5.8 ,,2.5 ,,0.6 ,,0.2 ,,1.1 ,,3.0 ,
,,,,DRp,12,,33,,0.0 ,,40.4 ,,21.1 ,,3.0 ,,1.8 ,,7.9 ,,38.4 ,
,,,,MB,28,,39,,659.4 ,,699.1 ,,658.7 ,,49.8 ,,48.0 ,,719.6 ,,"2,337.5 ",
,,,,Total,41,,74,,659.4 ,,745.2 ,,682.4 ,,53.5 ,,50.0 ,,728.7 ,,"2,378.8 ",
PA,Atlantic Paratrans,,3082-D,DR,178,,178,,0.0 ,,"5,410.3 ",,"4,562.6 ",,434.9 ,,396.1 ,,652.4 ,,"4,572.3 ",
PA,Beaver County Transit,,3023-B,DRp,24,,29,,0.0 ,,730.9 ,,679.5 ,,47.9 ,,39.1 ,,162.2 ,,"1,454.8 ",
,,,,MBp,16,,21,,722.8 ,,807.0 ,,722.3 ,,41.6 ,,32.7 ,,417.4 ,,"5,337.8 ",
,,,,Total,40,,50,,722.8 ,,"1,537.9 ",,"1,401.8 ",,89.5 ,,71.8 ,,579.6 ,,"6,792.7 ",
PA,Berks Area Reading TA,,3024-B,DR,29,,34,,0.0 ,,645.7 ,,484.0 ,,55.7 ,,41.7 ,,140.2 ,,995.0 ,
,,,,DRp,13,,35,,0.0 ,,105.0 ,,78.7 ,,10.9 ,,8.1 ,,49.1 ,,142.4 ,
,,,,MB,39,,52,,"1,310.7 ",,"1,337.5 ",,"1,310.7 ",,108.1 ,,105.8 ,,"2,905.7 ",,"5,927.6 ",
,,,,Total,81,,121,,"1,310.7 ",,"2,088.1 ",,"1,873.4 ",,174.6 ,,155.7 ,,"3,095.0 ",,"7,065.1 ",
PA,Cambria County TA,,3012-B,DR,2,,2,,0.0 ,,10.1 ,,6.0 ,,0.7 ,,0.4 ,,1.4 ,,6.0 ,
,,,,DRp,2,,2,,0.0 ,,34.9 ,,21.7 ,,2.5 ,,1.6 ,,3.1 ,,11.7 ,
,,,,IP,2,,2,,3.3 ,,1.2 ,,1.2 ,,0.5 ,,0.5 ,,66.6 ,,11.4 ,
,,,,MB,25,,31,,881.1 ,,911.8 ,,879.9 ,,73.9 ,,71.8 ,,"1,249.0 ",,"5,157.7 ",
,,,,Total,31,,37,,884.4 ,,958.0 ,,908.8 ,,77.6 ,,74.3 ,,"1,320.1 ",,"5,186.8 ",
PA,Centre Area Transp Auth,,3054-B,DRp,7,,8,,0.0 ,,231.7 ,,105.2 ,,11.2 ,,5.4 ,,34.4 ,,136.8 ,
,,,,MB,52,,58,,"1,121.5 ",,"1,591.1 ",,"1,193.3 ",,153.7 ,,124.5 ,,"6,032.3 ",,"10,315.2 ",
,,,,Total,59,,66,,"1,121.5 ",,"1,822.7 ",,"1,298.5 ",,165.0 ,,129.9 ,,"6,066.7 ",,"10,452.0 ",
PA,Erie Metropolitan Transit,,3013-A,DR,33,,40,,0.0 ,,995.9 ,,995.9 ,,76.7 ,,76.7 ,,189.8 ,,"1,166.8 ",
,,,,MB,50,,63,,"1,464.8 ",,"1,540.0 ",,"1,464.8 ",,123.2 ,,116.8 ,,"2,458.2 ",,"7,781.9 ",
,,,,Total,83,,103,,"1,464.8 ",,"2,535.8 ",,"2,460.6 ",,199.9 ,,193.5 ,,"2,648.1 ",,"8,948.8 ",
PA,G G & C Bus Company,,3050-D,DR,25,,25,,0.0 ,,489.1 ,,429.8 ,,39.7 ,,35.6 ,,112.8 ,,584.4 ,
,,,,MB,4,,6,,130.5 ,,134.3 ,,120.5 ,,9.5 ,,8.9 ,,51.9 ,,306.3 ,
,,,,Total,29,,31,,130.5 ,,623.4 ,,550.3 ,,49.2 ,,44.5 ,,164.7 ,,890.7 ,
PA,Harrisburg-Capital Area,,3014-B,DR,35,,35,,0.0 ,,926.8 ,,794.8 ,,65.5 ,,53.1 ,Q,146.6 ,,"1,635.5 ",
,,,,DRp,25,,27,,0.0 ,,641.4 ,,541.1 ,,39.0 ,,34.7 ,,86.6 ,,816.3 ,
,,,,MB,54,,65,,"1,348.4 ",,"1,535.5 ",,"1,346.6 ",,125.2 ,,113.3 ,,"1,866.1 ",,"5,992.3 ",
,,,,MBp,2,,3,,48.1 ,,48.1 ,,47.4 ,,4.1 ,,4.0 ,,21.7 ,,28.9 ,
,,,,Total,116,,130,,"1,396.5 ",,"3,151.8 ",,"2,729.9 ",,233.8 ,,205.1 ,,"2,121.0 ",,"8,473.0 ",
PA,Lackawanna Transit Sys,,3025-B,DRp,5,,8,,0.0 ,,38.0 ,,24.2 ,,2.8 ,,2.0 ,,6.6 ,,33.4 ,
,,,,MBp,4,,5,,140.2 ,,165.3 ,,140.2 ,,10.7 ,,9.9 ,,48.1 ,,227.9 ,
,,,,Total,34,,44,,"1,084.6 ",,"1,218.3 ",,"1,105.9 ",,95.1 ,,89.0 ,,"1,570.9 ",,"6,397.8 ",
PA,Lehigh and Northampton,,3010-B,DRp,98,,100,,0.0 ,,"3,034.1 ",,"2,782.2 ",,190.7 ,,184.4 ,,446.7 ,,"3,304.7 ",
,,,,MB,58,,75,,"2,133.5 ",,"2,362.7 ",,"2,086.2 ",,179.8 ,,165.4 ,,"3,831.4 ",,"15,510.8 ",
,,,,MBp,2,,3,,19.0 ,,25.5 ,,18.3 ,,1.9 ,,1.3 ,,14.5 ,,94.8 ,
,,,,Total,158,,178,,"2,152.5 ",,"5,422.3 ",,"4,886.7 ",,372.4 ,,351.2 ,,"4,292.6 ",,"18,910.3 ",
PA,Luzerne Cnty Trans Auth,,3015-B,DRp,4,,32,,0.0 ,,77.0 ,,57.1 ,,4.7 ,,3.7 ,,9.3 ,,54.4 ,
,,,,MB,31,,38,,981.5 ,,"1,054.5 ",,978.0 ,,72.8 ,,65.6 ,,"3,258.0 ",,"12,521.6 ",
,,,,Total,35,,70,,981.5 ,,"1,131.4 ",,"1,035.1 ",,77.5 ,,69.3 ,,"3,267.4 ",,"12,576.0 ",
PA,Mid Mon Valley TA,,3061-B,MBp,22,,24,,673.7 ,,667.2 ,,607.6 ,,49.1 ,,44.6 ,,422.1 ,,"11,140.1 ",
PA,Pennsylvania DOT,,3057-C,CRp,9,,12,,759.3 ,,759.3 ,,759.3 ,,14.6 ,,14.6 ,,207.3 ,,"16,246.8 ",
PA,Port Authority Allegheny,,3022-B,IP,2,,2,,28.5 ,,28.2 ,,28.2 ,,5.0 ,,5.0 ,,880.8 ,,105.7 ,
,,,,IPp,2,,2,,19.3 ,,19.3 ,,19.3 ,,5.4 ,,5.4 ,,410.5 ,,61.6 ,
,,,,LR,47,,55,,"1,649.7 ",,"1,718.4 ",,"1,649.3 ",,131.3 ,,125.7 ,,"7,513.7 ",,"32,837.1 ",
,,,,MB,848,,"1,032",,"29,596.3 ",,"38,203.1 ",,"29,579.1 ",,"2,642.3 ",,"2,260.3 ",,"66,022.1 ",,"324,030.8 ",
,,,,Total,899,,"1,091",,"31,293.8 ",,"39,969.0 ",,"31,275.9 ",,"2,784.0 ",,"2,396.4 ",,"74,827.0 ",,"357,035.1 ",
PA,Red Rose Transit Auth,,3018-B,DRp,60,,74,,0.0 ,,"1,546.9 ",,983.4 ,,131.1 ,,67.6 ,,330.4 ,,"2,550.8 ",
,,,,MB,36,,43,,"1,652.3 ",,"1,706.7 ",,"1,652.2 ",,118.6 ,,112.1 ,,"2,030.3 ",,"9,043.0 ",
,,,,Total,96,,117,,"1,652.3 ",,"3,253.7 ",,"2,635.6 ",,249.7 ,,179.7 ,,"2,360.7 ",,"11,593.8 ",
PA,SEPTA,,3019-B,CR,291,,356,,"15,141.0 ",,"16,043.7 ",,"15,092.3 ",,583.4 ,,549.0 ,,"30,781.9 ",,"388,882.7 ",
,,,,DRp,263,,309,,0.0 ,,"6,730.4 ",,"5,658.3 ",,554.7 ,,489.8 ,,975.5 ,,"6,435.3 ",
,,,,HR,308,,365,,"16,102.9 ",,"16,074.4 ",,"15,975.8 ",,887.6 ,,873.8 ,,"87,344.1 ",,"392,693.4 ",
,,,,LR,108,,141,,"3,225.2 ",,"3,177.1 ",,"3,067.8 ",,325.6 ,,318.2 ,,"24,837.9 ",,"59,762.5 ",
,,,,MB,"1,098",,"1,331",,"37,166.8 ",,"43,083.9 ",,"36,998.2 ",,"3,968.0 ",,"3,589.4 ",,"164,330.0 ",,"461,312.3 ",
,,,,MBp,8,,10,,308.4 ,,306.9 ,,178.3 ,,12.7 ,,8.4 ,,61.7 ,,"1,069.1 ",
,,,,TB,49,,66,,"1,148.4 ",,"1,072.0 ",,"1,022.1 ",,133.3 ,,126.1 ,,"9,719.4 ",,"18,196.8 ",
,,,,Total,"2,125",,"2,578",,"73,092.6 ",,"86,488.4 ",,"77,992.8 ",,"6,465.3 ",,"5,954.9 ",,"318,050.6 ",,"1,328,352.1 ",
PA,SWrn PA Region Plng Comm,,3078-B,VPp,23,,38,,0.0 ,,645.9 ,,645.9 ,,21.3 ,,21.3 ,,198.6 ,,"5,778.0 ",
PA,University of Pittsburgh,,3084-G,VP,17,,21,,0.0 ,,208.8 ,,208.8 ,,8.9 ,,8.9 ,,88.1 ,,"1,867.9 ",
PA,Westmoreland County TA,,3044-B,DRp,28,,101,,0.0 ,,50.4 ,,50.4 ,,2.1 ,,2.1 ,,5.7 ,,50.4 ,
,,,,MBp,18,,27,,761.1 ,,947.8 ,,759.4 ,,50.5 ,,42.2 ,,307.3 ,,"2,833.9 ",
,,,,Total,46,,128,,761.1 ,,998.2 ,,809.8 ,,52.7 ,,44.3 ,,313.0 ,,"2,884.3 ",
PA,Williamsport Bureau Trans,,3026-B,DRp,2,,2,,0.0 ,,13.4 ,,13.4 ,,1.0 ,,1.0 ,,3.3 ,,13.4 ,
,,,,MB,16,,23,,688.2 ,,727.2 ,,705.7 ,,50.0 ,,46.0 ,,"1,150.7 ",,"3,198.8 ",
,,,,Total,18,,25,,688.2 ,,740.6 ,,719.0 ,,50.9 ,,46.9 ,,"1,153.9 ",,"3,212.2 ",
PA,York County TA,,3027-B,DR,29,,34,,0.0 ,,842.9 ,,779.7 ,,57.3 ,,55.0 ,,146.9 ,,"1,817.6 ",
,,,,DRp,15,,27,,0.0 ,,75.5 ,,75.5 ,,19.0 ,,19.0 ,,27.2 ,,74.5 ,
,,,,MB,27,,32,,"1,204.7 ",,"1,246.1 ",,"1,204.7 ",,88.6 ,,84.0 ,,"1,147.9 ",,"3,380.1 ",
,,,,Total,71,,93,,"1,204.7 ",,"2,164.4 ",,"2,059.8 ",,164.9 ,,158.0 ,,"1,322.0 ",,"5,272.2 ",
PR,Dept of Trans & Pub Works,,4105-C,PBp,"1,504",,"2,845",,0.0 ,,"30,199.5 ",,"27,206.7 ",,"2,159.7 ",,"1,945.7 ",,"36,009.6 ",,"187,626.2 ",
PR,Metropolitan Bus Auth,,4086-C,DR,28,,36,,0.0 ,,789.6 ,,631.8 ,,68.3 ,,54.7 ,,105.1 ,,726.1 ,
,,,,MB,221,,299,,"7,884.4 ",,"8,152.1 ",,"7,291.4 ",,717.3 ,,685.1 ,,"31,476.2 ",,"108,282.8 ",
,,,,Total,249,,335,,"7,884.4 ",,"8,941.6 ",,"7,923.2 ",,785.6 ,,739.8 ,,"31,581.3 ",,"109,008.9 ",
PR,PR Hwy & Transp Auth,,4094-B,MBp,24,,24,,667.3 ,,669.3 ,,667.2 ,,71.2 ,,48.5 ,,"2,041.4 ",,"8,927.3 ",
PR,Puerto Rico Ports Auth,,4070-A,FB,10,,15,,159.7 ,,159.7 ,,159.7 ,,22.2 ,,22.2 ,,"1,912.8 ",,"3,063.8 ",
RI,Comsis Mobility Svcs,,1109-F,DRp,106,,117,,0.0 ,,"3,159.4 ",,"3,159.4 ",,214.3 ,,214.3 ,,633.8 ,,"5,190.3 ",
RI,RI Public Transit Auth,,1001-B,MB,187,,233,,"6,716.7 ",,"8,051.1 ",,"6,708.3 ",,599.9 ,,417.3 ,,"14,220.8 ",,"41,480.6 ",
SC,Charleston Transit,,4110-B,DRp,15,,17,,0.0 ,,825.0 ,,716.5 ,,44.6 ,,40.3 ,,77.0 ,,881.4 ,
,,,,MBp,43,,48,,"2,199.7 ",,"2,199.7 ",,"2,199.7 ",,150.4 ,,150.4 ,,"4,583.5 ",,"16,204.5 ",
,,,,Total,58,,65,,"2,199.7 ",,"3,024.7 ",,"2,916.3 ",,195.0 ,,190.8 ,,"4,660.5 ",,"17,085.9 ",
SC,Coastal Rapid Public TA,,4102-A,DR,15,,15,,0.0 ,,979.5 ,Q,863.3 ,,38.9 ,Q,34.3 ,,108.0 ,,"2,439.8 ",
,,,,MB,48,,50,,"1,058.0 ",,"1,191.0 ",Q,"1,050.4 ",,72.5 ,,69.2 ,,715.2 ,,"2,995.4 ",
,,,,Total,63,,65,,"1,058.0 ",,"2,170.5 ",,"1,913.7 ",,111.4 ,,103.4 ,,823.1 ,,"5,435.2 ",
SC,Greenville Transit Auth,,4053-B,DRp,2,,2,,0.0 ,,96.1 ,,85.9 ,,5.4 ,,4.8 ,,13.0 ,,103.0 ,
,,,,MB,12,,18,,640.8 ,,644.8 ,,639.2 ,,40.7 ,,39.2 ,,713.7 ,,"2,812.0 ",
,,,,Total,14,,20,,640.8 ,,740.9 ,,725.2 ,,46.1 ,,44.0 ,,726.7 ,,"2,915.0 ",
SC,Pee Dee RTA,,4056-B,DR,118,,148,,0.0 ,,"5,675.3 ",Q,"3,738.3 ",,274.2 ,Q,209.2 ,,731.9 ,,"16,079.8 ",
,,,,DRp,3,,3,,0.0 ,,69.8 ,,42.0 ,,6.0 ,,3.5 ,,11.3 ,Q,56.3 ,
,,,,MB,24,,24,,963.0 ,,897.8 ,Q,732.8 ,,46.3 ,,34.5 ,,118.7 ,,"3,560.3 ",Q
,,,,Total,145,,175,,963.0 ,,"6,642.8 ",,"4,513.1 ",,326.6 ,,247.3 ,,861.8 ,,"19,696.3 ",
SC,SC Elec & Gas,,4069-G,DRp,11,,15,,0.0 ,,610.4 ,,537.6 ,,37.2 ,,32.3 ,,55.3 ,,547.6 ,
,,,,MBp,34,,42,,"1,716.8 ",,"1,728.3 ",,"1,716.8 ",,128.0 ,,126.6 ,,"2,353.8 ",,"5,847.9 ",
,,,,Total,45,,57,,"1,716.8 ",,"2,338.7 ",,"2,254.4 ",,165.1 ,,158.9 ,,"2,409.1 ",,"6,395.5 ",
SC,Santee Wateree RTA,,4100-A,DR,59,,59,,0.0 ,,"1,850.1 ",,"1,648.5 ",,117.4 ,,111.1 ,,177.7 ,,"3,248.1 ",
,,,,MB,15,,15,,365.8 ,,419.4 ,,365.6 ,,21.9 ,,19.2 ,,130.5 ,,264.0 ,
,,,,VP,1,,2,,0.0 ,,27.1 ,,18.3 ,,0.9 ,,0.6 ,,4.5 ,,161.3 ,
,,,,Total,75,,76,,365.8 ,,"2,296.7 ",,"2,032.4 ",,140.1 ,,130.9 ,,312.7 ,,"3,673.3 ",
SC,Spartanburg County Transp,,4088-B,DRp,26,,35,,0.0 ,,"1,151.8 ",,691.1 ,,80.6 ,,48.4 ,,140.1 ,,"2,163.8 ",
SC,Spartanburg Transit Sys,,4101-A,MB,11,,11,,238.6 ,,241.6 ,,236.9 ,,19.3 ,,18.8 ,,658.3 ,,"2,450.4 ",
SD,Rapid Transit System,,8014-A,DR,8,,10,,0.0 ,,171.3 ,,165.3 ,,14.3 ,,13.8 ,,68.9 ,,220.3 ,
,,,,MB,4,,7,,163.8 ,,170.8 ,,163.8 ,,13.0 ,,12.0 ,,166.8 ,,658.8 ,
,,,,Total,12,,17,,163.8 ,,342.0 ,,329.0 ,,27.3 ,,25.8 ,,235.6 ,,879.1 ,
SD,Sioux Falls Transit,,8002-B,DR,19,,22,,0.0 ,,508.3 ,,462.9 ,,51.5 ,,44.4 ,,107.9 ,,550.1 ,
,,,,DRp,24,,24,,0.0 ,,40.7 ,,34.1 ,,1.9 ,,1.7 ,,10.1 ,,37.2 ,
,,,,MB,24,,27,,695.1 ,,722.5 ,,695.1 ,,55.1 ,,52.9 ,,690.9 ,,"2,542.0 ",
,,,,Total,67,,73,,695.1 ,,"1,271.5 ",,"1,192.1 ",,108.5 ,,99.0 ,,808.9 ,,"3,129.3 ",
TN,Chattanooga Area RTA,,4001-B,DR,12,,15,,0.0 ,,408.3 ,,182.2 ,,36.2 ,,21.0 ,,32.3 ,,193.9 ,
,,,,DRp,4,,5,,0.0 ,,33.1 ,,16.2 ,,3.4 ,,1.0 ,,22.3 ,,108.8 ,
,,,,IP,2,,2,,13.8 ,,13.8 ,,13.8 ,,4.8 ,,4.8 ,,388.6 ,,388.6 ,
,,,,MB,51,,66,,"1,961.7 ",,"1,964.7 ",,"1,764.4 ",,153.6 ,,124.5 ,,"2,073.0 ",,"10,684.7 ",
,,,,Total,69,,88,,"1,975.6 ",,"2,419.9 ",,"1,976.6 ",,198.0 ,,151.3 ,,"2,516.2 ",,"11,375.9 ",
TN,City of Kingsport,,4080-A,DR,5,,5,,0.0 ,,69.8 ,,66.2 ,,12.6 ,,10.7 ,,17.2 ,,48.2 ,
,,,,MB,4,,4,,152.9 ,,152.9 ,,152.9 ,,10.7 ,,10.7 ,,69.3 ,,152.9 ,
,,,,Total,9,,9,,152.9 ,,222.7 ,,219.1 ,,23.3 ,,21.4 ,,86.5 ,,201.2 ,
TN,Clarksville Transit Sys,,4092-A,DR,5,,9,,0.0 ,,217.6 ,,203.0 ,,14.3 ,,13.3 ,,23.5 ,,211.5 ,
,,,,MB,9,,13,,608.5 ,,608.5 ,,608.5 ,,38.2 ,,38.2 ,,538.3 ,,"3,191.7 ",
,,,,Total,14,,22,,608.5 ,,826.1 ,,811.5 ,,52.5 ,,51.5 ,,561.8 ,,"3,403.2 ",
TN,Jackson Transit Authority,,4057-A,DR,4,,6,,0.0 ,,183.9 ,,183.9 ,,10.4 ,,10.4 ,,19.0 ,,159.7 ,
,,,,MB,9,,14,,513.2 ,,500.3 ,,499.2 ,,41.8 ,,41.0 ,,517.1 ,,"2,364.8 ",
,,,,Total,13,,20,,513.2 ,,684.2 ,,683.1 ,,52.2 ,,51.3 ,,536.1 ,,"2,524.4 ",
TN,Johnson City Transit,,4054-A,DR,7,,17,,0.0 ,,176.6 ,,132.3 ,,20.2 ,,15.5 ,,24.8 ,,101.2 ,
,,,,MB,6,,12,,295.5 ,,298.9 ,,295.1 ,,21.1 ,,20.6 ,,340.6 ,,953.2 ,
,,,,Total,13,,29,,295.5 ,,475.5 ,,427.4 ,,41.4 ,,36.1 ,,365.5 ,,"1,054.4 ",
TN,Knoxville Transp Auth,,4002-A,DR,11,,12,,0.0 ,,326.0 ,,315.3 ,,23.6 ,,19.0 ,,31.9 ,,317.1 ,
,,,,MB,68,,88,,"2,601.9 ",,"2,784.8 ",,"2,601.9 ",,203.4 ,,191.2 ,,"2,082.9 ",,"6,452.2 ",
,,,,Total,79,,100,,"2,601.9 ",,"3,110.8 ",,"2,917.1 ",,227.0 ,,210.2 ,,"2,114.8 ",,"6,769.2 ",
TN,Memphis Area TA,,4003-B,DR,41,,44,,0.0 ,,"2,447.8 ",,"2,276.5 ",,130.4 ,,121.3 ,,204.3 ,,"3,268.0 ",
,,,,DRp,7,,7,,0.0 ,,44.2 ,,42.0 ,,1.2 ,,1.2 ,,6.8 ,,101.2 ,
,,,,LR,7,,15,,311.8 ,,311.8 ,,311.8 ,,38.9 ,,38.9 ,,"2,179.3 ",,"1,613.1 ",
,,,,MB,164,,221,,"6,675.6 ",,"7,759.2 ",,"6,607.1 ",,485.1 ,,421.9 ,,"10,668.5 ",,"62,926.9 ",
,,,,Total,219,,287,,"6,987.4 ",,"10,563.1 ",,"9,237.4 ",,655.6 ,,583.3 ,,"13,058.8 ",,"67,909.2 ",
TN,Metropolitan Transit Auth,,4004-A,DR,28,,36,,0.0 ,,"1,121.3 ",,793.6 ,,74.9 ,,52.2 ,,118.1 ,,"1,344.9 ",
,,,,MB,109,,143,,"4,115.5 ",,"4,690.9 ",,"4,112.8 ",,321.8 ,,294.9 ,,"7,002.3 ",,"34,219.6 ",
,,,,Total,137,,179,,"4,115.5 ",,"5,812.2 ",,"4,906.4 ",,396.7 ,,347.0 ,,"7,120.4 ",,"35,564.5 ",
TX,"ATC, Dallas",,6092-D,DR,156,,172,,0.0 ,,"8,512.4 ",,"5,793.6 ",,715.2 ,Q,503.8 ,,568.2 ,,"7,132.2 ",
TX,Abilene Transit System,,6040-A,DR,16,,16,,0.0 ,,532.6 ,,521.1 ,,38.0 ,,37.1 ,,96.1 ,,471.8 ,
,,,,MB,16,,20,,376.4 ,,383.7 ,,376.4 ,,28.4 ,,27.9 ,,435.0 ,,"1,934.7 ",
,,,,Total,32,,36,,376.4 ,,916.2 ,,897.5 ,,66.5 ,,65.0 ,,531.1 ,,"2,406.5 ",
TX,Amarillo City Transit,,6001-A,DR,4,,5,,0.0 ,,182.7 ,,171.6 ,,14.0 ,,12.8 ,,22.8 ,,171.8 ,
,,,,MB,12,,17,,654.9 ,,639.0 ,,622.1 ,,39.9 ,,39.0 ,,314.8 ,,"1,217.9 ",
,,,,Total,16,,22,,654.9 ,,821.7 ,,793.7 ,,54.0 ,,51.9 ,,337.6 ,,"1,389.7 ",
TX,BVCAA-Brazos Transit Sys,,6059-A,DR,8,,8,,0.0 ,,135.9 ,,135.9 ,,7.6 ,,7.6 ,,18.9 ,,180.7 ,
,,,,MB,10,,10,,454.4 ,,473.5 ,,454.4 ,,29.7 ,,27.2 ,,252.0 ,,800.9 ,
,,,,Total,18,,18,,454.4 ,,609.4 ,,590.3 ,,37.3 ,,34.8 ,,270.9 ,,981.5 ,
TX,Beaumont Transit System,,6016-A,DR,5,,7,,0.0 ,,197.5 ,,128.3 ,,16.9 ,,11.0 ,,23.5 ,,126.9 ,
,,,,MB,13,,16,,727.9 ,,732.2 ,,725.2 ,,50.2 ,,49.3 ,,"1,524.0 ",,"5,869.4 ",
,,,,Total,18,,23,,727.9 ,,929.7 ,,853.6 ,,67.1 ,,60.2 ,,"1,547.5 ",,"5,996.3 ",
TX,Brownsville Urban System,,6014-A,DR,7,,10,,0.0 ,,219.8 ,,207.0 ,,19.0 ,,17.9 ,,49.8 ,,239.1 ,
,,,,MB,14,,29,,670.8 ,,703.6 ,,657.9 ,,55.6 ,,53.5 ,,"1,562.9 ",,"13,857.4 ",
,,,,Total,21,,39,,670.8 ,,923.4 ,,864.8 ,,74.7 ,,71.3 ,,"1,612.7 ",,"14,096.4 ",
TX,Capital Metro Transp Auth,,6048-B,DR,79,,103,,0.0 ,,"3,320.2 ",,"2,429.8 ",,216.2 ,,196.1 ,,355.3 ,,"2,950.4 ",
,,,,DRp,1,,318,,0.0 ,,23.9 ,,19.0 ,,1.1 ,,0.8 ,,3.4 ,,65.5 ,
,,,,MB,231,,305,,"9,862.0 ",,"11,271.0 ",,"9,828.8 ",,862.1 ,,790.2 ,,"23,711.2 ",,"85,091.3 ",
,,,,MBp,94,,130,,"3,579.0 ",,"4,123.4 ",,"3,563.5 ",,267.7 ,,250.7 ,,"9,648.9 ",,"21,075.9 ",
,,,,VP,121,,143,,0.0 ,,"1,629.0 ",,"1,351.8 ",,57.2 ,,47.4 ,,267.8 ,,"5,060.8 ",
,,,,Total,526,,999,,"13,441.0 ",,"20,367.5 ",,"17,192.9 ",,"1,404.2 ",,"1,285.1 ",,"33,986.6 ",,"114,243.9 ",
TX,City Transit Mgmt Comp,,6010-A,DR,20,,25,,0.0 ,,619.1 ,,462.0 ,,34.8 ,,29.6 ,,72.9 ,,529.8 ,
,,,,MB,45,,53,,"1,765.4 ",,"1,777.9 ",,"1,765.4 ",,131.5 ,,128.2 ,,"3,732.8 ",,"14,819.2 ",
,,,,Total,65,,78,,"1,765.4 ",,"2,397.0 ",,"2,227.4 ",,166.3 ,,157.8 ,,"3,805.7 ",,"15,349.0 ",
TX,City of Denton,,6076-B,DRp,7,,7,,0.0 ,,149.0 ,,123.8 ,,12.0 ,,10.4 ,,28.5 ,,169.8 ,
,,,,MBp,8,,8,,251.3 ,,257.6 ,,251.3 ,,18.6 ,,17.2 ,,108.4 ,,599.9 ,
,,,,Total,15,,15,,251.3 ,,406.5 ,,375.1 ,,30.6 ,,27.6 ,,136.8 ,,769.7 ,
TX,City of Mesquite,,6070-A,DR,10,,15,,0.0 ,,224.5 ,,213.0 ,,14.3 ,,13.5 ,,39.2 ,,419.8 ,
TX,City of San Angelo,,6037-A,DR,6,,8,,0.0 ,,173.0 ,,165.9 ,,13.2 ,,12.6 ,,24.7 ,,173.0 ,
,,,,MB,5,,7,,279.6 ,,286.3 ,,279.6 ,,17.8 ,,17.5 ,,208.8 ,,"1,204.3 ",
,,,,Total,11,,15,,279.6 ,,459.3 ,,445.5 ,,31.0 ,,30.1 ,,233.5 ,,"1,377.2 ",
TX,Corpus Christi Regionl TA,,6051-B,DRp,31,,41,,0.0 ,,"1,440.7 ",,"1,226.8 ",,69.8 ,,63.0 ,,175.5 ,,"1,527.2 ",
,,,,FBp,1,,1,,1.3 ,,1.3 ,,1.3 ,,0.8 ,,0.8 ,,33.6 ,,16.8 ,
,,,,MB,51,,61,,"19,525.8 ",,"2,582.1 ",,"2,322.5 ",,184.4 ,,175.6 ,,"5,089.1 ",,"21,128.5 ",
,,,,MBp,12,,16,,447.1 ,,540.2 ,,447.0 ,,26.9 ,,24.2 ,,537.5 ,,"8,976.5 ",
,,,,VP,3,,4,,0.0 ,,92.1 ,,92.1 ,,1.8 ,,1.8 ,,11.1 ,,238.9 ,
,,,,Total,98,,123,,"19,974.2 ",,"4,656.3 ",,"4,089.7 ",,283.7 ,,265.4 ,,"5,846.8 ",,"31,888.0 ",
