State,Name,ID,Org Type,Mode,TOS, VOMS,Vehicles Available for Maximum Service,,Service Supplied (Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
,,6077,B,MB,DO,20,25,,799.4 ,,820.2 ,Q,771.9 ,Q,64.0 ,Q,59.3 ,Q,540.6 ,,"1,842.4 ",
,,,,Total,,37,63,,799.4 ,,"1,329.6 ",,"1,036.1 ",,113.7 ,,80.7 ,,607.0 ,,"2,097.8 ",
NV,Regional Transportation Commission of Southern Nevada (RTC),,,,,,,,,,,,,,,,,,,,,
,,9045,B,DR,PT,172,223,,0.0 ,,"6,999.3 ",,"5,668.0 ",,488.1 ,,385.0 ,,760.4 ,,"8,735.1 ",
,,9045,B,MB,PT,270,323,,"15,792.7 ",,"17,316.5 ",,"15,806.2 ",,"1,397.4 ",,"1,331.5 ",,"52,811.0 ",,"186,390.3 ",
,,,,Total,,442,546,,"15,792.7 ",,"24,315.8 ",,"21,474.3 ",,"1,885.5 ",,"1,716.6 ",,"53,571.4 ",,"195,125.4 ",
NV,Regional Transportation Commission of Washoe County (RTC),,,,,,,,,,,,,,,,,,,,,
,,9001,B,DR,PT,36,43,,0.0 ,,"1,484.2 ",,"1,323.6 ",,93.9 ,,87.2 ,,233.6 ,,"1,452.7 ",
,,9001,B,MB,DO,60,73,,"3,440.3 ",,"3,611.8 ",,"3,436.4 ",,275.0 ,,268.3 ,,"8,002.0 ",,"27,113.3 ",
,,,,Total,,96,116,,"3,440.3 ",,"5,096.1 ",,"4,760.0 ",,368.9 ,,355.5 ,,"8,235.6 ",,"28,566.0 ",
NY,"Adirondack Transit Lines, Inc, (Adirondack Trailways)",,,,,,,,,,,,,,,,,,,,,
,,2177,E,MB,DO,26,35,,"1,871.9 ",,"2,132.1 ",,"2,009.1 ",,42.6 ,,40.1 ,,467.4 ,,"30,533.4 ",
NY,"American Transit, Inc.",,,,,,,,,,,,,,,,,,,,,
,,2173,D,DR,DO,202,230,,0.0 ,,"7,416.9 ",Q,"6,705.6 ",Q,635.1 ,Q,553.1 ,Q,683.7 ,N,"7,749.9 ",Q
NY,Atlantic Express (AE),,,,,,,,,,,,,,,,,,,,,
,,2180,D,MB,DO,24,127,,604.3 ,Q,"1,188.3 ",Q,616.7 ,Q,30.9 ,Q,23.3 ,Q,18.4 ,Q,"1,147.0 ",Q
NY,"Atlantic Paratrans of NYC, Inc. (API)",,,,,,,,,,,,,,,,,,,,,
,,2159,E,DR,DO,275,275,,0.0 ,,"8,157.3 ",Q,"8,151.3 ",Q,775.1 ,Q,708.1 ,Q,844.2 ,Q,"7,761.0 ",Q
NY,Broome County Department of Public Transportation (Broome County),,,,,,,,,,,,,,,,,,,,,
,,2003,B,DR,DO,6,8,,0.0 ,,269.1 ,,227.8 ,,15.4 ,,13.8 ,,29.7 ,,506.1 ,
,,2003,B,DR,PT,10,12,,0.0 ,,399.5 ,,347.6 ,,29.4 ,,27.5 ,,75.6 ,,447.3 ,
,,2003,B,MB,DO,38,43,,"1,371.4 ",,"1,443.7 ",,"1,385.2 ",,119.1 ,,114.5 ,,"2,829.0 ",,"8,254.5 ",
,,,,Total,,54,63,,"1,371.4 ",,"2,112.3 ",,"1,960.7 ",,163.9 ,,155.8 ,,"2,934.2 ",,"9,208.0 ",
NY,Capital District Transportation Authority (CDTA),,,,,,,,,,,,,,,,,,,,,
,,2002,B,DR,DO,30,36,,0.0 ,,855.8 ,,716.6 ,,81.4 ,,71.4 ,,142.6 ,,841.1 ,
,,2002,B,MB,DO,198,221,,"6,287.0 ",,"7,097.6 ",,"6,252.4 ",,599.2 ,,553.7 ,,"11,392.8 ",,"36,429.3 ",Q
,,2002,B,MB,PT,17,20,,509.0 ,,827.8 ,,544.7 ,,34.8 ,,27.6 ,,298.4 ,,"5,476.6 ",
,,,,Total,,245,277,,"6,796.0 ",,"8,781.2 ",,"7,513.7 ",,715.4 ,,652.7 ,,"11,833.8 ",,"42,746.9 ",
NY,"Centro of Cayuga, Inc. (Centro of Cayuga)",,,,,,,,,,,,,,,,,,,,,
,,2116,A,MB,DO,13,15,,590.8 ,,652.3 ,,628.3 ,,34.5 ,,32.1 ,,402.2 ,,"3,638.6 ",
NY,"Centro of Oswego, Inc. (Centro of Oswego)",,,,,,,,,,,,,,,,,,,,,
,,2172,A,MB,DO,14,16,,506.4 ,,562.5 ,,516.7 ,,40.4 ,,37.3 ,,407.8 ,,"2,591.0 ",
NY,Chemung County Transit System (CCTS),,,,,,,,,,,,,,,,,,,,,
,,2005,B,DR,PT,8,9,,0.0 ,,249.1 ,,249.1 ,,12.3 ,,12.3 ,,65.3 ,,0.0 ,N
,,2005,B,MB,PT,18,22,,774.5 ,,790.5 ,,782.3 ,,41.8 ,,39.1 ,,534.7 ,,"2,540.0 ",
,,,,Total,,26,31,,774.5 ,,"1,039.6 ",,"1,031.4 ",,54.1 ,,51.4 ,,600.1 ,,"2,540.0 ",Q
NY,City of Long Beach,,,,,,,,,,,,,,,,,,,,,
,,2006,A,DR,DO,2,3,,0.0 ,,14.0 ,,14.0 ,,2.8 ,,2.8 ,,6.4 ,,14.0 ,
,,2006,A,MB,DO,9,11,,176.0 ,,179.6 ,,178.4 ,,23.2 ,,23.2 ,,375.9 ,,176.3 ,
,,,,Total,,11,14,,176.0 ,,193.7 ,,192.5 ,,26.0 ,,26.0 ,,382.3 ,,190.3 ,
NY,City of Poughkeepsie,,,,,,,,,,,,,,,,,,,,,
,,2009,A,MB,DO,6,8,,195.0 ,,200.9 ,,195.6 ,,15.7 ,,15.5 ,,349.6 ,,"1,020.7 ",
NY,Clarkstown Mini-Trans,,,,,,,,,,,,,,,,,,,,,
,,2085,A,MB,DO,5,7,,319.4 ,,339.9 ,,318.1 ,,19.5 ,,18.9 ,,155.5 ,,824.1 ,
NY,"CNY Centro, Inc. (CNY Centro)",,,,,,,,,,,,,,,,,,,,,
,,2018,B,DR,DO,11,19,,0.0 ,,325.2 ,,293.2 ,,26.3 ,,24.9 ,,58.5 ,,346.9 ,
,,2018,B,DR,PT,12,15,,0.0 ,,341.8 ,,296.9 ,,29.4 ,,27.4 ,,31.6 ,,244.0 ,
,,2018,B,MB,DO,131,151,,"3,491.6 ",,"3,845.3 ",,"3,553.7 ",,322.7 ,,295.5 ,,"8,081.4 ",,"23,305.0 ",
,,,,Total,,154,185,,"3,491.6 ",,"4,512.3 ",,"4,143.8 ",,378.4 ,,347.7 ,,"8,171.6 ",,"23,895.9 ",
NY,Dutchess County Division of Mass Transportation (Loop Bus),,,,,,,,,,,,,,,,,,,,,
,,2010,A,DR,DO,20,21,,0.0 ,,473.8 ,Q,400.9 ,,30.1 ,Q,20.6 ,,95.5 ,,891.0 ,
,,2010,A,MB,DO,26,28,,"1,079.2 ",,"1,223.4 ",Q,"1,079.2 ",,66.1 ,Q,50.2 ,,668.7 ,,"7,417.7 ",
,,,,Total,,46,49,,"1,079.2 ",,"1,697.2 ",,"1,480.1 ",,96.2 ,,70.8 ,,764.2 ,,"8,308.7 ",
NY,Greater Glens Falls Transit System (GGFT),,,,,,,,,,,,,,,,,,,,,
,,2120,A,DR,DO,1,2,,0.0 ,,21.0 ,,16.6 ,,2.4 ,,2.3 ,,3.1 ,,10.0 ,
,,2120,A,MB,DO,5,10,,294.1 ,,321.4 ,,295.7 ,,18.7 ,,18.0 ,Q,285.5 ,,"1,027.8 ",
,,,,Total,,6,12,,294.1 ,,342.4 ,,312.3 ,,21.2 ,,20.3 ,,288.6 ,,"1,037.8 ",
NY,GTJC (Transit Alliance),,,,,,,,,,,,,,,,,,,,,
,,2147,D,MB,PT,537,677,,"12,711.7 ",Q,"15,139.9 ",Q,"11,962.0 ",Q,"1,658.3 ",Q,"1,322.7 ",Q,"65,485.7 ",Q,0.0 ,N
NY,"Hendrick Hudson Bus Lines, Inc. (HHBL)",,,,,,,,,,,,,,,,,,,,,
,,2179,D,MB,DO,6,8,,370.3 ,,420.7 ,,372.1 ,,15.0 ,,13.5 ,,38.0 ,,"1,780.4 ",
NY,Huntington Area Rapid Transit (HART),,,,,,,,,,,,,,,,,,,,,
,,2071,A,DR,DO,6,9,,0.0 ,,101.4 ,,81.0 ,,8.5 ,,6.6 ,,16.3 ,,118.0 ,
,,2071,A,MB,DO,10,14,,335.6 ,,342.1 ,,320.6 ,,24.8 ,,22.4 ,,226.9 ,,"1,024.8 ",
,,,,Total,,16,23,,335.6 ,,443.5 ,,401.6 ,,33.3 ,,29.0 ,,243.2 ,,"1,142.8 ",
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",,,,,,,,,,,,,,,,,,,,,
,,2078,B,CR,DO,981,"1,078",,"52,204.5 ",,"59,349.8 ",,"51,826.8 ",,"1,658.8 ",,"1,481.1 ",,"74,267.2 ",,"1,551,190.5 ",
,,2078,B,FB,PT,2,2,,41.0 ,,41.0 ,,41.0 ,,2.9 ,,2.9 ,,103.3 ,,537.1 ,
,,2078,B,MB,PT,7,12,,89.9 ,,126.9 ,,99.4 ,,20.0 ,,18.7 ,,282.4 ,,134.6 ,
,,,,Total,,990,"1,092",,"52,335.4 ",,"59,517.7 ",,"51,967.2 ",,"1,681.8 ",,"1,502.7 ",,"74,652.8 ",,"1,551,862.2 ",
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus (MTA Long Island Bus)",,,,,,,,,,,,,,,,,,,,,
,,2007,A,DR,DO,82,86,,0.0 ,,"3,426.6 ",,"2,969.8 ",,236.0 ,,209.3 ,,324.9 ,,"2,844.6 ",
,,2007,A,MB,DO,273,333,,"9,982.4 ",,"11,582.3 ",,"10,045.4 ",,922.8 ,,809.3 ,,"31,091.7 ",,"152,997.5 ",
,,,,Total,,355,419,,"9,982.4 ",,"15,008.8 ",,"13,015.3 ",,"1,158.8 ",,"1,018.6 ",,"31,416.6 ",,"155,842.1 ",
NY,Monroe Bus Corporation,,,,,,,,,,,,,,,,,,,,,
,,2137,E,MB,DO,13,22,,693.7 ,,747.0 ,,693.0 ,,23.6 ,,21.5 ,,273.4 ,,"15,820.5 ",
NY,Monsey New Square Trails Corporation,,,,,,,,,,,,,,,,,,,,,
,,2135,D,MB,DO,31,35,,"1,076.2 ",,"1,185.0 ",,"1,075.6 ",,50.4 ,,46.0 ,,542.8 ,,"21,765.0 ",
NY,MTA Bus Company (MTABUS),,,,,,,,,,,,,,,,,,,,,
,,2188,A,MB,DO,443,683,,"8,773.9 ",Q,"11,716.2 ",Q,0.0 ,N,0.0 ,N,0.0 ,N,"24,638.7 ",Q,0.0 ,N
NY,MTA Long Island Rail Road (MTA LIRR),,,,,,,,,,,,,,,,,,,,,
,,2100,A,CR,DO,971,"1,158",,"59,084.6 ",,"65,923.1 ",,"58,730.1 ",,"2,178.7 ",,"1,956.4 ",,"95,519.0 ",,"1,925,735.6 ",
NY,MTA New York City Transit (NYCT),,,,,,,,,,,,,,,,,,,,,
,,2008,B,DR,PT,619,701,,0.0 ,,"22,347.9 ",,"19,917.1 ",,"1,835.1 ",,"1,652.7 ",,"1,800.3 ",,"21,902.8 ",
,,2008,B,HR,DO,"5,243","6,202",,"353,802.2 ",,"346,162.0 ",,"335,689.5 ",,"19,364.4 ",,"18,383.6 ",,"1,804,034.3 ",,"8,402,147.3 ",
,,2008,B,MB,DO,"3,858","4,512",,"99,972.0 ",,"119,495.2 ",,"101,269.6 ",,"15,079.6 ",,"12,870.4 ",,"952,418.0 ",,"1,951,117.1 ",
,,,,Total,,"9,720","11,415",,"453,774.2 ",,"488,005.1 ",,"456,876.2 ",,"36,279.1 ",,"32,906.7 ",,"2,758,252.6 ",,"10,375,167.3 ",
NY,"New York Bus Tours, Inc., dba: New York Bus Service (NYBS)",,,,,,,,,,,,,,,,,,,,,
,,2040,D,MB,DO,129,143,,"1,454.6 ",,"1,791.2 ",Q,"1,365.4 ",Q,151.7 ,Q,125.9 ,Q,"1,790.3 ",Q,"22,276.7 ",Q
NY,New York City Department of Transportation (NYCDOT),,,,,,,,,,,,,,,,,,,,,
,,2082,B,FB,DO,4,5,,175.8 ,,178.4 ,,177.0 ,,16.9 ,,16.8 ,,"20,034.2 ",,"104,177.6 ",
NY,Newburgh Beacon Bus Corporation (NBBC),,,,,,,,,,,,,,,,,,,,,
,,2148,D,DR,DO,3,4,,0.0 ,,42.1 ,Q,36.7 ,Q,4.3 ,Q,4.0 ,Q,9.3 ,,88.7 ,
,,2148,D,MB,DO,6,7,,254.9 ,,267.4 ,Q,254.9 ,Q,15.3 ,Q,15.0 ,Q,116.2 ,,495.4 ,
,,,,Total,,9,11,,254.9 ,,309.4 ,,291.6 ,,19.6 ,,19.0 ,,125.5 ,,584.1 ,
NY,Niagara Frontier Transportation Authority (NFT Metro),,,,,,,,,,,,,,,,,,,,,
,,2004,A,DR,DO,26,42,,0.0 ,,"1,088.4 ",,840.1 ,,59.1 ,,48.3 ,,74.2 ,,634.5 ,
,,2004,A,LR,DO,23,27,,739.3 ,,755.8 ,,744.1 ,,70.7 ,,68.1 ,,"5,373.3 ",,"13,151.0 ",
,,2004,A,MB,DO,280,337,,"8,384.3 ",,"10,124.8 ",,"8,548.6 ",,860.4 ,,760.6 ,,"18,057.2 ",,"63,018.1 ",
,,,,Total,,329,406,,"9,123.7 ",,"11,969.0 ",,"10,132.9 ",,990.1 ,,877.0 ,,"23,504.7 ",,"76,803.6 ",
NY,"Private One of New York, LLC, dba: New York Airport Service",,,,,,,,,,,,,,,,,,,,,
,,2171,D,MB,PT,35,40,,"1,495.8 ",,"1,460.1 ",,"1,246.0 ",,123.0 ,,100.3 ,,947.3 ,,"16,938.0 ",
NY,Private Transportation Corporation,,,,,,,,,,,,,,,,,,,,,
,,2175,D,MB,PT,6,8,,208.0 ,,226.7 ,,220.2 ,,15.1 ,,14.4 ,,512.3 ,,"3,764.2 ",
NY,Putnam County Transit (PART),,,,,,,,,,,,,,,,,,,,,
,,2096,B,DR,PT,4,4,,0.0 ,,140.3 ,,111.2 ,,5.4 ,,4.4 ,,12.6 ,,112.8 ,
,,2096,B,MB,PT,6,8,,419.6 ,,432.3 ,,415.4 ,,20.6 ,,20.0 ,,185.3 ,,"1,006.3 ",
,,,,Total,,10,12,,419.6 ,,572.6 ,,526.6 ,,26.0 ,,24.5 ,,197.9 ,,"1,119.1 ",
NY,Queens Surface Corporation (QSC),,,,,,,,,,,,,,,,,,,,,
,,2136,D,MB,DO,257,312,,877.0 ,Q,"1,206.4 ",Q,863.5 ,Q,111.3 ,Q,87.7 ,Q,"4,052.7 ",Q,"12,572.6 ",Q
NY,"Regional Transit Service, Inc. and Lift Line, Inc. (R-GRTA)",,,,,,,,,,,,,,,,,,,,,
,,2113,A,DR,DO,29,40,,0.0 ,,"1,783.2 ",,"1,353.9 ",,91.7 ,,69.9 ,,173.3 ,,"1,693.4 ",
,,2113,A,MB,DO,202,257,,"6,542.9 ",,"6,629.4 ",,"5,800.4 ",,538.3 ,,473.0 ,,"12,928.2 ",,"42,029.2 ",
,,,,Total,,231,297,,"6,542.9 ",,"8,412.6 ",,"7,154.3 ",,629.9 ,,542.9 ,,"13,101.6 ",,"43,722.6 ",
NY,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway (SIRTOA)",,,,,,,,,,,,,,,,,,,,,
,,2099,A,HR,DO,44,64,,"2,138.6 ",,"2,316.5 ",,"2,102.3 ",,107.6 ,,100.0 ,,"3,482.4 ",,"21,280.9 ",
NY,Suffolk County Department of Public Works - Transportation Division (ST),,,,,,,,,,,,,,,,,,,,,
,,2072,B,DR,PT,50,64,,0.0 ,,"3,436.8 ",,"2,787.1 ",,205.7 ,,186.5 ,,197.0 ,,"2,123.5 ",
,,2072,B,MB,PT,144,177,,"7,422.0 ",,"8,397.3 ",,"7,417.7 ",,435.5 ,,377.2 ,,"5,312.6 ",,"47,540.8 ",
,,,,Total,,194,241,,"7,422.0 ",,"11,834.1 ",,"10,204.8 ",,641.2 ,,563.7 ,,"5,509.6 ",,"49,664.2 ",
NY,Tioga County,,,,,,,,,,,,,,,,,,,,,
,,2158,B,DR,PT,7,7,,0.0 ,,320.6 ,,248.6 ,,27.8 ,,22.2 ,,21.8 ,,102.9 ,
,,2158,B,MB,PT,9,9,,391.3 ,,430.1 ,,391.3 ,,19.4 ,,17.1 ,,39.4 ,,339.9 ,
,,,,Total,,16,16,,391.3 ,,750.7 ,,639.9 ,,47.2 ,,39.3 ,,61.2 ,,442.9 ,
NY,Tompkins Consolidated Area Transit (TCAT),,,,,,,,,,,,,,,,,,,,,
,,2145,E,DR,PT,17,26,,0.0 ,,399.6 ,,349.8 ,,25.0 ,,23.5 ,,61.1 ,,0.0 ,D
,,2145,E,MB,DO,35,42,,"1,258.2 ",,"1,306.5 ",,"1,258.2 ",,108.8 ,,105.6 ,,"3,004.2 ",,"7,373.0 ",
,,2145,E,MB,PT,7,9,,285.1 ,,302.3 ,,285.1 ,Q,11.1 ,,10.3 ,,86.8 ,,414.9 ,
,,,,Total,,59,77,,"1,543.3 ",,"2,008.4 ",,"1,893.1 ",,144.9 ,,139.3 ,,"3,152.1 ",,"7,787.8 ",Q
NY,Town of Highlands Dial-A-Bus,,,,,,,,,,,,,,,,,,,,,
,,2182,A,DR,DO,1,1,,0.0 ,,13.2 ,Q,9.3 ,Q,1.2 ,Q,0.3 ,Q,5.8 ,Q,15.1 ,Q
NY,Town of Monroe Dial-A-Bus (Monroe DAB),,,,,,,,,,,,,,,,,,,,,
,,2183,A,DR,DO,5,6,,0.0 ,,92.2 ,,84.7 ,,8.3 ,Q,8.3 ,,26.5 ,,80.7 ,
NY,Transport of Rockland (TOR),,,,,,,,,,,,,,,,,,,,,
,,2084,B,MB,PT,56,66,,"2,688.1 ",,"2,708.0 ",,"2,204.2 ",,128.8 ,,107.3 ,,"2,677.1 ",,"19,623.1 ",Q
NY,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens (TRIPS),,,,,,,,,,,,,,,,,,,,,
,,2086,A,DR,DO,21,27,,0.0 ,,560.7 ,,510.3 ,,42.8 ,,38.6 ,,67.1 ,,561.1 ,
NY,Ulster County Area Transit (UCAT),,,,,,,,,,,,,,,,,,,,,
,,2178,B,MB,DO,13,18,,668.2 ,,663.6 ,Q,659.6 ,Q,32.7 ,Q,32.5 ,,169.8 ,,"1,802.2 ",
,,2178,B,MB,PT,1,2,,58.7 ,,62.0 ,,58.3 ,,3.7 ,,3.5 ,,24.6 ,,195.4 ,
,,,,Total,,14,20,,726.9 ,,725.7 ,,717.9 ,,36.4 ,,36.0 ,,194.4 ,,"1,997.6 ",
NY,Village of Spring Valley Bus (Spring Valley Jitney),,,,,,,,,,,,,,,,,,,,,
,,2089,A,MB,DO,2,3,,68.1 ,,64.5 ,Q,64.1 ,Q,6.7 ,Q,6.4 ,Q,40.0 ,,141.0 ,
NY,Westchester County Bee-Line System (The Bee-Line System),,,,,,,,,,,,,,,,,,,,,
,,2076,B,DR,PT,52,60,,0.0 ,,"2,402.7 ",Q,"2,042.7 ",Q,145.0 ,Q,129.5 ,Q,196.5 ,Q,"2,041.7 ",Q
,,2076,B,MB,PT,274,357,,"7,099.2 ",Q,"9,357.8 ",Q,"7,099.2 ",Q,720.1 ,Q,623.7 ,Q,"24,947.5 ",Q,"122,931.6 ",Q
,,,,Total,,326,417,,"7,099.2 ",,"11,760.5 ",,"9,141.9 ",,865.2 ,,753.2 ,,"25,144.0 ",,"124,973.3 ",
OH,Brunswick Transit Alternative (BTA),,,,,,,,,,,,,,,,,,,,,
,,5143,B,MB,PT,2,5,,131.1 ,,130.4 ,,129.8 ,,7.4 ,,7.3 ,,23.0 ,,155.8 ,
OH,Butler County Regional Transit Authority (BCRTA),,,,,,,,,,,,,,,,,,,,,
,,5157,B,DR,DO,4,5,,0.0 ,,33.7 ,Q,23.5 ,,2.6 ,Q,2.2 ,,3.7 ,,37.6 ,
,,5157,B,MB,DO,6,9,,67.3 ,,71.6 ,Q,67.3 ,Q,6.5 ,Q,6.1 ,Q,12.9 ,Q,58.8 ,Q
,,,,Total,,10,14,,67.3 ,,105.3 ,,90.8 ,,9.1 ,,8.3 ,,16.6 ,,96.4 ,
OH,Central Ohio Transit Authority (COTA),,,,,,,,,,,,,,,,,,,,,
,,5016,B,DR,PT,47,57,,0.0 ,,"2,503.1 ",,"2,135.3 ",,128.0 ,,109.1 ,,164.2 ,,"1,596.0 ",
,,5016,B,MB,DO,228,274,,"8,023.1 ",,"9,791.6 ",,"8,026.7 ",,692.4 ,,628.8 ,,"14,625.4 ",,"58,685.9 ",
,,,,Total,,275,331,,"8,023.1 ",,"12,294.7 ",,"10,162.0 ",,820.4 ,,738.0 ,,"14,789.5 ",,"60,281.9 ",
OH,City of Middletown - Middletown Transit System (MTS),,,,,,,,,,,,,,,,,,,,,
,,5019,A,DR,DO,2,2,,0.0 ,,52.2 ,,45.5 ,,4.8 ,,4.1 ,,12.8 ,,76.9 ,
,,5019,A,MB,DO,4,6,,211.4 ,,219.3 ,,211.5 ,,14.3 ,,14.0 ,,220.9 ,,"1,104.7 ",
,,,,Total,,6,8,,211.4 ,,271.4 ,,256.9 ,,19.1 ,,18.1 ,,233.8 ,,"1,181.6 ",
OH,City of Newark Transit Operations,,,,,,,,,,,,,,,,,,,,,
,,5138,B,DR,PT,20,20,,0.0 ,,683.1 ,,683.1 ,,52.2 ,,52.2 ,,181.8 ,,653.2 ,
OH,Clermont Transportation Connection (CTC),,,,,,,,,,,,,,,,,,,,,
,,5166,B,DR,DO,11,12,,0.0 ,,450.8 ,,380.0 ,,20.7 ,,16.9 ,,34.4 ,Q,379.4 ,
,,5166,B,DR,PT,17,17,,0.0 ,,508.3 ,,419.5 ,,27.3 ,,22.9 ,,41.6 ,Q,668.1 ,
,,,,Total,,28,29,,0.0 ,,959.0 ,,799.5 ,,47.9 ,,39.7 ,,76.0 ,,"1,047.5 ",
OH,Greater Dayton Regional Transit Authority (GDRTA),,,,,,,,,,,,,,,,,,,,,
,,5017,A,DR,DO,64,76,,0.0 ,,"2,914.2 ",,"2,563.2 ",,191.6 ,,167.0 ,,274.0 ,,"2,086.1 ",
,,5017,A,MB,DO,120,142,,"5,732.2 ",,"6,031.4 ",,"5,727.2 ",,392.3 ,,371.2 ,,"6,994.4 ",,"28,718.7 ",
,,5017,A,TB,DO,41,54,,"1,562.9 ",,"1,600.5 ",,"1,556.9 ",,148.0 ,,143.3 ,,"4,785.6 ",,"11,082.4 ",
,,,,Total,,225,272,,"7,295.1 ",,"10,546.0 ",,"9,847.4 ",,731.9 ,,681.6 ,,"12,053.9 ",,"41,887.2 ",
OH,Greene County Transit Board (Greene CATS),,,,,,,,,,,,,,,,,,,,,
,,5165,B,DR,PT,26,27,,0.0 ,,876.5 ,Q,718.6 ,Q,40.1 ,,32.8 ,,108.9 ,,"1,167.2 ",
OH,Laketran,,,,,,,,,,,,,,,,,,,,,
,,5117,B,DR,DO,71,74,,0.0 ,,"2,754.3 ",Q,"2,378.1 ",,154.9 ,Q,130.5 ,,342.5 ,,"3,479.6 ",
,,5117,B,DR,PT,9,14,,0.0 ,,119.5 ,,107.8 ,,12.1 ,,10.1 ,,40.8 ,,239.1 ,
,,5117,B,MB,DO,24,46,,866.8 ,,"1,299.3 ",,866.8 ,,64.6 ,,48.5 ,,661.6 ,,"7,897.4 ",
,,,,Total,,104,134,,866.8 ,,"4,173.0 ",,"3,352.7 ",,231.6 ,,189.1 ,,"1,044.9 ",,"11,616.1 ",
OH,Licking County Transit Board (LCTB),,,,,,,,,,,,,,,,,,,,,
,,5163,B,DR,PT,14,15,,0.0 ,,432.1 ,,432.1 ,,20.1 ,,20.1 ,,50.3 ,,0.0 ,W
,,5163,B,MB,PT,2,3,,14.5 ,,25.8 ,,14.5 ,,0.9 ,,0.5 ,,3.0 ,,0.0 ,W
,,,,Total,,16,18,,14.5 ,,457.9 ,,446.6 ,,20.9 ,,20.6 ,,53.3 ,,0.0 ,Q
OH,Lorain County Transit (LCT),,,,,,,,,,,,,,,,,,,,,
,,5095,B,DR,PT,11,27,,0.0 ,,509.0 ,,468.7 ,,29.1 ,,27.7 ,,59.3 ,,502.0 ,
,,5095,B,MB,PT,18,24,,"1,174.4 ",,"1,277.6 ",,"1,174.4 ",,64.8 ,,61.1 ,,796.5 ,,"4,641.9 ",
,,,,Total,,29,51,,"1,174.4 ",,"1,786.6 ",,"1,643.1 ",,93.9 ,,88.9 ,,855.8 ,,"5,143.9 ",
OH,Metro Regional Transit Authority (Metro),,,,,,,,,,,,,,,,,,,,,
,,5010,B,DR,DO,62,79,,0.0 ,,"1,451.1 ",,"1,192.2 ",,83.0 ,,77.2 ,,115.3 ,,682.3 ,
,,5010,B,DR,PT,49,69,,0.0 ,,639.6 ,,639.6 ,,48.1 ,,48.1 ,,64.4 ,,476.5 ,
,,5010,B,MB,DO,106,122,,"2,743.9 ",,"3,196.8 ",Q,"2,702.7 ",,260.7 ,,228.9 ,,"5,534.3 ",,"21,212.9 ",
,,,,Total,,217,270,,"2,743.9 ",,"5,287.5 ",,"4,534.5 ",,391.8 ,,354.2 ,,"5,713.9 ",,"22,371.8 ",
OH,Miami County Public Transit (MCPT),,,,,,,,,,,,,,,,,,,,,
,,5169,B,DR,PT,16,19,,0.0 ,,473.0 ,,417.9 ,,25.2 ,,21.6 ,,48.6 ,,375.6 ,
OH,Portage Area Regional Transportation Authority (PARTA),,,,,,,,,,,,,,,,,,,,,
,,5021,A,DR,DO,32,46,,0.0 ,,"1,181.5 ",,867.9 ,,64.5 ,,53.0 ,,156.6 ,,"1,575.5 ",
,,5021,A,MB,DO,22,38,,662.4 ,,664.5 ,Q,659.8 ,Q,65.4 ,Q,58.2 ,Q,"1,096.8 ",,"1,913.9 ",
,,,,Total,,54,84,,662.4 ,,"1,845.9 ",,"1,527.7 ",,129.9 ,,111.2 ,,"1,253.4 ",,"3,489.5 ",
OH,Richland County Transit (RCT),,,,,,,,,,,,,,,,,,,,,
,,5090,B,DR,PT,7,9,,0.0 ,,100.1 ,,96.5 ,,11.5 ,,11.1 ,,33.5 ,,122.2 ,
,,5090,B,MB,PT,8,11,,212.9 ,,218.3 ,,211.8 ,,18.6 ,,17.8 ,,292.4 ,,861.2 ,
,,,,Total,,15,20,,212.9 ,,318.4 ,,308.3 ,,30.1 ,,28.9 ,,325.9 ,,983.4 ,
OH,Sandusky Transit System (STS),,,,,,,,,,,,,,,,,,,,,
,,5164,B,DR,PT,16,17,,0.0 ,,312.5 ,,248.8 ,,21.9 ,,19.2 ,,89.0 ,,382.6 ,
OH,Southwest Ohio Regional Transit Authority (SORTA / Metro),,,,,,,,,,,,,,,,,,,,,
,,5012,B,DR,PT,43,53,,0.0 ,,"2,470.1 ",,"2,135.2 ",,158.6 ,,117.2 ,,258.0 ,,"2,483.4 ",
,,5012,B,MB,DO,325,390,,"11,005.9 ",,"12,931.6 ",,"11,018.2 ",,907.3 ,,830.4 ,,"25,900.3 ",,"139,002.2 ",
,,,,Total,,368,443,,"11,005.9 ",,"15,401.7 ",,"13,153.4 ",,"1,065.9 ",,947.6 ,,"26,158.4 ",,"141,485.6 ",
OH,Springfield City Area Transit (SCAT),,,,,,,,,,,,,,,,,,,,,
,,5020,A,DR,DO,4,6,,0.0 ,,57.2 ,,48.3 ,,5.8 ,,5.1 ,,9.9 ,,112.8 ,Q
,,5020,A,MB,DO,11,15,,210.3 ,,217.8 ,,210.8 ,,16.8 ,,16.3 ,,299.7 ,,626.4 ,
,,,,Total,,15,21,,210.3 ,,274.9 ,,259.1 ,,22.6 ,,21.3 ,,309.6 ,,739.1 ,
OH,Stark Area Regional Transit Authority (SARTA),,,,,,,,,,,,,,,,,,,,,
