Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672 ",28,DR,PT,10,,$3.08 ,,0.06 ,,$109.18 ,,2.1 ,,$52.61 ,,$1.74 ,,,"$109,126 ",,"$1,865,751 ",,"35,461 ",,"17,088 ",,"1,072,641 ",,"391,726 ",,No,,,,,,
Knox Area Transit,Mt. Vernon,OH,5R05-062,5R05-50275,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,28,MB,DO,1,,$4.07 ,,0.29 ,,$49.70 ,,3.5 ,,$14.20 ,,$0.00 ,,,"$58,459 ",,"$204,112 ",,"14,371 ",,"4,107 ",,0 ,,"78,038 ",,No,,,,,,
City of Oxford,Oxford,MS,4R05-030,4R05-41052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,28,DR,DO,1,,$0.01 ,,0.00 ,,$87.69 ,,26.4 ,,$3.32 ,,$0.00 ,,,$281 ,,"$65,416 ",,"19,702 ",,746 ,,0 ,,"15,553 ",,No,,,,,,
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"106,383 ",27,DR,DO,9,,$1.17 ,,0.02 ,,$118.64 ,,1.7 ,,$70.93 ,,$0.00 ,,,"$33,267 ",,"$2,011,973 ",,"28,366 ",,"16,958 ",,0 ,,"293,740 ",,No,,,,,,
"Butler Transit  Authority, dba: The Bus",Butler,PA,3R04-001,30141,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,733,853 ",27,MB,PT,7,,$0.85 ,,0.09 ,,$121.09 ,,12.5 ,,$9.69 ,,$0.00 ,,,"$153,159 ",,"$1,753,444 ",,"180,921 ",,"14,480 ",,0 ,,"163,965 ",,No,,,,,,
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit ",Fond du Lac,WI,5171,50171,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"54,901 ",27,MB,DO,7,,$0.79 ,,0.10 ,,$95.21 ,,12.5 ,,$7.64 ,,$0.00 ,,,"$122,348 ",,"$1,180,925 ",,"154,639 ",,"12,404 ",,0 ,,"165,566 ",,No,,,,,,
"Harris County, dba:  Community & Economic Development Department",Houston,TX,6108,60108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,944,332 ",27,MB,PT,7,,$0.77 ,,0.04 ,,$78.53 ,,4.1 ,,$19.08 ,,$0.00 ,,,"$80,312 ",,"$1,985,916 ",,"104,110 ",,"25,288 ",,0 ,,"435,078 ",,No,,,,,,
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit ",Fond du Lac,WI,5171,50171,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"54,901 ",27,DT,PT,7,,$2.98 ,,0.40 ,,$37.07 ,,5.0 ,,$7.48 ,,$0.00 ,,,"$25,075 ",,"$62,903 ",,"8,407 ",,"1,697 ",,0 ,,"31,514 ",,No,,,,,,
Sandusky Transit System,Sandusky,OH,5R05-082,5R05-50164,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,27,MB,DO,6,,$0.35 ,,0.07 ,,$95.99 ,,20.0 ,,$4.81 ,,$0.00 ,,,"$97,560 ",,"$1,352,305 ",,"281,212 ",,"14,088 ",,0 ,,"365,008 ",,No,,,,,,
"Davidson County , dba: Davidson County Transportation",Lexington,NC,4131,40131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"166,485 ",27,MB,DO,6,,$0.00 ,,0.00 ,,$49.02 ,,13.1 ,,$3.74 ,,$0.00 ,,,$0 ,,"$521,021 ",,"139,327 ",,"10,629 ",,0 ,,"209,236 ",,No,,,,,,
"Butler Transit  Authority, dba: The Bus",Butler,PA,3R04-001,30141,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,733,853 ",27,CB,PT,5,,$3.81 ,,0.33 ,,$82.21 ,,7.1 ,,$11.59 ,,$0.00 ,,,"$108,777 ",,"$330,881 ",,"28,552 ",,"4,025 ",,0 ,,"106,112 ",,No,,,,,,
"Harris County, dba:  Community & Economic Development Department",Houston,TX,6108,60108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,944,332 ",27,CB,PT,5,,$2.27 ,,0.32 ,,$95.92 ,,13.7 ,,$7.00 ,,$0.00 ,,,"$46,922 ",,"$144,652 ",,"20,667 ",,"1,508 ",,0 ,,"45,704 ",,No,,,,,,
"The County of Iredell, dba: Iredell County Area Transportation Services",Statesville,NC,4205,40205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,249,442 ",27,MB,DO,4,,$0.33 ,,0.04 ,,$49.24 ,,5.9 ,,$8.29 ,,$0.00 ,,,"$18,341 ",,"$462,149 ",,"55,738 ",,"9,385 ",,0 ,,"174,535 ",,No,,,,,,
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"106,383 ",27,CB,DO,4,,$3.78 ,,0.22 ,,$119.11 ,,7.0 ,,$17.03 ,,$0.00 ,,,"$173,575 ",,"$781,480 ",,"45,889 ",,"6,561 ",,0 ,,"189,412 ",,No,,,,,,
Voluntary Action Center,Sycamore,IL,5215,50215,Private-Non-Profit Corporation,Reduced Reporter,"68,545 ",27,MB,DO,4,,$0.39 ,,0.04 ,,$78.59 ,,7.2 ,,$10.95 ,,$0.00 ,,,"$30,169 ",,"$847,231 ",,"77,374 ",,"10,781 ",,0 ,,"177,605 ",,No,,,,,,
Pee Dee Regional Transportation Authority,Florence,SC,4056,40056,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"89,557 ",27,DR,DO,3,,$3.96 ,,0.07 ,,$67.24 ,,1.3 ,,$53.77 ,,$0.00 ,,,"$9,812 ",,"$133,135 ",,"2,476 ",,"1,980 ",,0 ,,"20,190 ",,No,,,,,,
Community Development Inc.,Richton,MS,4R05-027,4R05-41044,Private-Non-Profit Corporation,Rural Reporter,0 ,27,DR,DO,27,,$0.00 ,,0.00 ,,$32.41 ,,2.1 ,,$15.37 ,,$0.00 ,,,$455 ,,"$1,453,955 ",,"94,626 ",,"44,857 ",,0 ,,"1,152,742 ",,No,,,,,,
Alamance County Transportation Authority,Burlington,NC,4225,40225,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"119,911 ",27,DR,DO,27,,$1.23 ,,0.05 ,,$47.19 ,,1.9 ,,$24.30 ,,$0.00 ,,,"$88,535 ",,"$1,755,150 ",,"72,220 ",,"37,197 ",,0 ,,"700,227 ",,No,,,,,,
"Cabarrus County , dba: Cabarrus County Transportation",Kannapolis,NC,4214,40214,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,881 ",27,DR,DO,27,,$0.25 ,,0.01 ,,$61.85 ,,2.4 ,,$25.81 ,,$0.00 ,,,"$18,949 ",,"$1,943,146 ",,"75,295 ",,"31,416 ",,0 ,,"543,360 ",,No,,,,,,
"Jalbert Leasing, Inc. , dba: C&J Bus Lines",Portsmouth,NH,1122,10122,Private-For-Profit Corporation,Reduced Reporter,"88,200 ",27,CB,DO,27,,$21.45 ,,1.11 ,,$187.29 ,,9.7 ,,$19.26 ,,$0.00 ,,,"$17,113,510 ",,"$15,360,983 ",,"797,696 ",,"82,019 ",,0 ,,"2,723,020 ",,No,,,,,,
A&C Bus Corporation & Montgomery & Westside Owners Association,Jersey City,NJ,2219,20219,Private-For-Profit Corporation,Reduced Reporter,"18,351,295 ",27,MB,DO,27,,$1.35 ,,0.99 ,,$60.12 ,,44.2 ,,$1.36 ,,$0.00 ,,,"$5,459,416 ",,"$5,498,147 ",,"4,041,143 ",,"91,449 ",,0 ,,"677,540 ",,No,,,,,,
Henry County ,McDonough,GA,4181,40181,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,515,419 ",27,DR,DO,27,,$0.94 ,,0.03 ,,$59.28 ,,2.0 ,,$29.83 ,,$0.00 ,,,"$66,485 ",,"$2,107,267 ",,"70,650 ",,"35,550 ",,0 ,,"551,008 ",,No,,,,,,
"Licking County, Ohio, dba: Licking County Transit Board",Newark,OH,5163,50163,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"76,068 ",27,DR,DO,27,,$6.59 ,,0.23 ,,$54.59 ,,1.9 ,,$29.03 ,,$2.37 ,,,"$750,951 ",,"$3,306,323 ",,"113,893 ",,"60,566 ",,"1,392,549 ",,"1,335,916 ",,No,,,,,,
"Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority",Morgantown,WV,3089,30089,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"70,350 ",27,MB,DO,26,,$0.32 ,,0.05 ,,$74.19 ,,12.1 ,,$6.12 ,,$0.00 ,,,"$284,544 ",,"$5,526,317 ",,"902,973 ",,"74,492 ",,0 ,,"1,398,783 ",,No,,,,,,
"Lee County, dba: Lee-Ogle Transportation System",Dixon,IL,5R01-013,5R01-50250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,27,DR,DO,26,,$0.31 ,,0.02 ,,$33.16 ,,2.2 ,,$15.05 ,,$0.00 ,,,"$32,647 ",,"$1,572,839 ",,"104,530 ",,"47,438 ",,0 ,,"721,294 ",,No,,,,,,
Pee Dee Regional Transportation Authority,Florence,SC,4056,40056,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"89,557 ",27,MB,DO,24,,$1.10 ,,0.10 ,,$84.19 ,,7.8 ,,$10.85 ,,$0.00 ,,,"$275,247 ",,"$2,712,827 ",,"249,964 ",,"32,224 ",,0 ,,"542,210 ",,No,,,,,,
Voluntary Action Center,Sycamore,IL,5215,50215,Private-Non-Profit Corporation,Reduced Reporter,"68,545 ",27,DR,DO,23,,$1.53 ,,0.04 ,,$67.82 ,,1.6 ,,$43.12 ,,$0.00 ,,,"$110,378 ",,"$3,103,422 ",,"71,969 ",,"45,761 ",,0 ,,"561,840 ",,No,,,,,,
"The County of Iredell, dba: Iredell County Area Transportation Services",Statesville,NC,4205,40205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,249,442 ",27,DR,DO,23,,$0.21 ,,0.01 ,,$41.95 ,,2.0 ,,$21.37 ,,$0.00 ,,,"$16,341 ",,"$1,638,617 ",,"76,696 ",,"39,061 ",,0 ,,"616,953 ",,No,,,,,,
"Davidson County , dba: Davidson County Transportation",Lexington,NC,4131,40131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"166,485 ",27,DR,PT,21,,$0.00 ,,0.00 ,,$73.22 ,,3.5 ,,$21.07 ,,$0.00 ,,,$0 ,,"$726,611 ",,"34,490 ",,"9,924 ",,0 ,,"269,096 ",,No,,,,,,
Sandusky Transit System,Sandusky,OH,5R05-082,5R05-50164,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,27,DR,DO,21,,$1.30 ,,0.05 ,,$70.48 ,,2.6 ,,$27.06 ,,$0.00 ,,,"$57,543 ",,"$1,200,177 ",,"44,347 ",,"17,029 ",,0 ,,"375,380 ",,No,,,,,,
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"106,383 ",27,DT,PT,2,,$2.18 ,,0.06 ,,$106.12 ,,3.1 ,,$34.38 ,,$0.00 ,,,"$6,213 ",,"$97,846 ",,"2,846 ",,922 ,,0 ,,"24,935 ",,No,,,,,,
Bay County Transportation Planning Organization,Panama City,FL,4185,40185,"MPO, COG or Other Planning Agency",Full Reporter,"143,280 ",27,DR,PT,17,,$0.46 ,,0.04 ,,$41.22 ,,3.2 ,,$12.68 ,,$1.09 ,,,"$26,545 ",,"$737,629 ",,"58,150 ",,"17,896 ",,"674,918 ",,"264,791 ",,No,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,27,MB,DO,16,,$0.41 ,,0.08 ,,$77.36 ,,15.5 ,,$4.99 ,,$0.00 ,,,"$222,573 ",,"$2,698,143 ",,"540,654 ",,"34,879 ",,0 ,,"556,651 ",,No,,,,,,
Virgin Islands Department of Public Works,St. Croix,VI,4188,40188,State Government Unit or Department of Transportation,Reduced Reporter,"106,405 ",27,DR,DO,16,,$0.00 ,,0.00 ,,$98.36 ,,2.0 ,,$47.99 ,,$0.00 ,,,$0 ,,"$2,972,607 ",,"61,939 ",,"30,223 ",,0 ,,"349,850 ",,No,,,,,,
Berkshire Regional Transit Authority,Pittsfield,MA,1007,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"59,124 ",27,MB,PT,16,,$1.34 ,,0.13 ,,$99.98 ,,9.4 ,,$10.65 ,,$1.18 ,,,"$667,672 ",,"$5,297,468 ",,"497,498 ",,"52,987 ",,"4,477,482 ",,"889,439 ",,No,,,,,,
"Harris County, dba:  Community & Economic Development Department",Houston,TX,6108,60108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,944,332 ",27,DT,PT,15,,$2.51 ,,0.11 ,,$38.32 ,,1.7 ,,$22.30 ,,$0.00 ,,,"$264,311 ",,"$2,344,138 ",,"105,122 ",,"61,169 ",,0 ,,"847,183 ",,No,,,,,,
"Butler Transit  Authority, dba: The Bus",Butler,PA,3R04-001,30141,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,733,853 ",27,DR,PT,15,,$2.50 ,,0.13 ,,$105.58 ,,5.6 ,,$18.69 ,,$0.00 ,,,"$16,520 ",,"$123,524 ",,"6,608 ",,"1,170 ",,0 ,,"18,094 ",,No,,,,,,
"City of Johnson City, dba: Johnson City Transit System",Johnson City,TN,4054,40054,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"120,415 ",27,MB,DO,15,,$0.73 ,,0.20 ,,$66.99 ,,18.4 ,,$3.63 ,,$0.00 ,,,"$434,902 ",,"$2,162,114 ",,"594,907 ",,"32,273 ",,0 ,,"431,173 ",,No,,,,,,
Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,7013,70013,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"113,418 ",27,DR,DO,14,,$1.22 ,,0.03 ,,$88.67 ,,2.3 ,,$37.79 ,,$0.00 ,,,"$65,581 ",,"$2,027,436 ",,"53,654 ",,"22,865 ",,0 ,,"353,290 ",,No,,,,,,
Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,7013,70013,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"113,418 ",27,MB,DO,13,,$0.68 ,,0.08 ,,$88.35 ,,9.8 ,,$9.03 ,,$0.00 ,,,"$240,014 ",,"$3,171,115 ",,"351,264 ",,"35,892 ",,0 ,,"574,954 ",,No,,,,,,
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit ",Fond du Lac,WI,5171,50171,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"54,901 ",27,DR,PT,12,,$9.63 ,,0.49 ,,$39.35 ,,2.0 ,,$19.76 ,,$0.00 ,,,"$285,922 ",,"$586,651 ",,"29,696 ",,"14,907 ",,0 ,,"147,119 ",,No,,,,,,
"City of Johnson City, dba: Johnson City Transit System",Johnson City,TN,4054,40054,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"120,415 ",27,DR,DO,12,,$2.23 ,,0.06 ,,$82.70 ,,2.2 ,,$37.17 ,,$0.00 ,,,"$95,605 ",,"$1,594,694 ",,"42,907 ",,"19,284 ",,0 ,,"235,756 ",,No,,,,,,
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"106,383 ",27,MB,DO,12,,$0.57 ,,0.05 ,,$66.81 ,,5.7 ,,$11.79 ,,$0.00 ,,,"$98,939 ",,"$2,038,359 ",,"172,940 ",,"30,509 ",,0 ,,"568,169 ",,No,,,,,,
Virgin Islands Department of Public Works,St. Croix,VI,4188,40188,State Government Unit or Department of Transportation,Reduced Reporter,"106,405 ",27,MB,DO,11,,$0.00 ,,0.00 ,,$65.42 ,,8.1 ,,$8.12 ,,$0.00 ,,,$0 ,,"$1,981,738 ",,"244,170 ",,"30,294 ",,0 ,,"291,988 ",,No,,,,,,
Berkshire Regional Transit Authority,Pittsfield,MA,1007,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"59,124 ",27,DR,PT,11,,$4.03 ,,0.10 ,,$56.09 ,,1.4 ,,$39.38 ,,$4.25 ,,,"$110,108 ",,"$1,075,080 ",,"27,298 ",,"19,166 ",,"252,759 ",,"275,142 ",,No,,,,,,
Bay County Transportation Planning Organization,Panama City,FL,4185,40185,"MPO, COG or Other Planning Agency",Full Reporter,"143,280 ",27,MB,PT,10,,$1.02 ,,0.15 ,,$70.86 ,,10.5 ,,$6.74 ,,$1.22 ,,,"$404,263 ",,"$2,662,868 ",,"394,977 ",,"37,577 ",,"2,184,223 ",,"482,893 ",,No,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,27,VP,DO,10,,$4.43 ,,0.93 ,,$28.77 ,,6.0 ,,$4.76 ,,$0.00 ,,,"$157,935 ",,"$169,629 ",,"35,613 ",,"5,897 ",,0 ,,"344,819 ",,No,,,,,,
"Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority",Morgantown,WV,3089,30089,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"70,350 ",27,DR,DO,1,,$10.48 ,,0.18 ,,$67.99 ,,1.1 ,,$59.22 ,,$0.00 ,,,"$3,333 ",,"$18,832 ",,318 ,,277 ,,0 ,,"3,711 ",,No,,,,,,
"Lee County, dba: Lee-Ogle Transportation System",Dixon,IL,5R01-013,5R01-50250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,27,MB,DO,1,,$7.51 ,,0.28 ,,$23.93 ,,0.9 ,,$26.99 ,,$0.00 ,,,"$9,092 ",,"$32,687 ",,"1,211 ",,"1,366 ",,0 ,,"19,095 ",,No,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,27,DR,DO,1,,$0.60 ,,0.03 ,,$48.54 ,,2.3 ,,$21.25 ,,$0.00 ,,,$184 ,,"$6,504 ",,306 ,,134 ,,0 ,,"1,704 ",,No,,,,,,
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit ",Fond du Lac,WI,5171,50171,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"54,901 ",27,MB,PT,1,,$0.34 ,,0.06 ,,$106.53 ,,18.8 ,,$5.66 ,,$0.00 ,,,"$3,403 ",,"$56,250 ",,"9,946 ",,528 ,,0 ,,"7,450 ",,No,,,,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952 ",26,MB,DO,9,,$0.46 ,,0.05 ,,$130.88 ,,14.2 ,,$9.23 ,,$2.16 ,,,"$155,120 ",,"$3,089,033 ",,"334,731 ",,"23,602 ",,"1,429,301 ",,"299,469 ",,No,,,,,,
Yamhill County,McMinnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,26,CB,PT,9,,$0.78 ,,0.07 ,,$101.55 ,,9.2 ,,$11.05 ,,$0.00 ,,,"$113,778 ",,"$1,616,725 ",,"146,304 ",,"15,921 ",,0 ,,"429,537 ",,No,,,,,,
County of Hunterdon,Flemington,NJ,2212,20212,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"18,351,295 ",26,MB,PT,8,,$0.38 ,,0.01 ,,$66.38 ,,2.2 ,,$29.82 ,,$0.00 ,,,"$14,900 ",,"$1,157,693 ",,"38,825 ",,"17,441 ",,0 ,,"304,869 ",,No,,,,,,
Access Johnson County ,FRANKLIN,IN,5R02-036,50256,Private-Non-Profit Corporation,Reduced Reporter,"1,487,483 ",26,MB,DO,8,,$0.65 ,,0.05 ,,$30.98 ,,2.5 ,,$12.24 ,,$0.00 ,,,"$31,762 ",,"$600,448 ",,"49,076 ",,"19,380 ",,0 ,,"240,552 ",,No,,,,,,
Cherokee County Board of Commissioners,Canton,GA,4161,40161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,515,419 ",26,VP,PT,8,,$2.79 ,,0.95 ,,$22.59 ,,7.7 ,,$2.95 ,,$0.00 ,,,"$72,677 ",,"$76,755 ",,"26,030 ",,"3,397 ",,0 ,,"115,074 ",,No,,,,,,
"Columbus Consolidated Government, dba: Metra Transit System",Columbus,GA,4024,40024,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"253,602 ",26,DR,DO,8,,$1.70 ,,0.39 ,,$10.34 ,,2.4 ,,$4.38 ,,$0.00 ,,,"$98,152 ",,"$252,364 ",,"57,647 ",,"24,411 ",,0 ,,"256,014 ",,No,,,,,,
"Lowcountry Regional Transportation Authority, dba: Palmetto Breeze",Bluffton,SC,4R07-007,41092,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"68,998 ",26,CB,DO,7,,$1.82 ,,0.18 ,,$116.47 ,,11.5 ,,$10.12 ,,$0.00 ,,,"$358,222 ",,"$1,992,735 ",,"196,978 ",,"17,110 ",,0 ,,"409,233 ",,No,,,,,,
Eastern Panhandle Transit Authority,Martinsburg,WV,3090,30090,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"182,696 ",26,DR,DO,7,,$0.68 ,,0.03 ,,$30.27 ,,1.5 ,,$19.86 ,,$0.00 ,,,"$13,798 ",,"$405,590 ",,"20,427 ",,"13,399 ",,0 ,,"219,636 ",,No,,,,,,
"City of Rocky Mount, dba: Tar River Transit",Rocky Mount,NC,4096,40096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"68,243 ",26,MB,PT,7,,$0.76 ,,0.18 ,,$52.66 ,,12.5 ,,$4.21 ,,$0.00 ,,,"$206,848 ",,"$1,145,512 ",,"272,336 ",,"21,753 ",,0 ,,"336,137 ",,No,,,,,,
Douglas County,Roseburg,OR,0R02-036,0R02-00351,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,26,MB,PT,6,,$1.94 ,,0.23 ,,$55.24 ,,6.4 ,,$8.61 ,,$0.00 ,,,"$123,832 ",,"$549,939 ",,"63,848 ",,"9,956 ",,0 ,,"178,113 ",,No,,,,,,
"Municipality of Caguas , dba: Autonomous Municipality of Caguas",Caguas,PR,4115,40115,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",26,DR,DO,6,,$0.00 ,,0.00 ,,$46.34 ,,1.1 ,,$44.11 ,,$0.00 ,,,$0 ,,"$268,721 ",,"6,092 ",,"5,799 ",,0 ,,"54,997 ",,No,,,,,,
Yamhill County,McMinnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,26,MB,PT,6,,$0.75 ,,0.15 ,,$48.54 ,,9.5 ,,$5.13 ,,$0.00 ,,,"$56,889 ",,"$387,339 ",,"75,480 ",,"7,979 ",,0 ,,"105,850 ",,No,,,,,,
Chautauqua County,Mayville,NY,2R02-010,2R02-20959,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,26,DR,DO,6,,$1.75 ,,0.12 ,,$37.83 ,,2.5 ,,$14.99 ,,$0.00 ,,,"$81,232 ",,"$697,677 ",,"46,539 ",,"18,443 ",,0 ,,"136,329 ",,No,,,,,,
Bis-Man Transit Board,Bismarck,ND,8019,80019,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"81,955 ",26,MB,PT,6,,$0.72 ,,0.05 ,,$74.87 ,,4.9 ,,$15.20 ,,$0.00 ,,,"$74,006 ",,"$1,558,069 ",,"102,538 ",,"20,811 ",,0 ,,"346,423 ",,No,,,,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863 ",26,DR,DO,5,,$1.91 ,,0.03 ,,$135.23 ,,2.2 ,,$62.58 ,,$15.69 ,,,"$36,998 ",,"$1,213,042 ",,"19,385 ",,"8,970 ",,"77,319 ",,"106,391 ",,No,,,,,,
Mendocino Transit Authority,Ukiah,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,26,DR,DO,5,,$1.90 ,,0.19 ,,$32.64 ,,3.3 ,,$9.87 ,,$0.00 ,,,"$60,114 ",,"$311,673 ",,"31,578 ",,"9,548 ",,0 ,,"72,255 ",,No,,,,,,
Douglas County,Roseburg,OR,0R02-036,0R02-00351,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,26,CB,PT,4,,$0.46 ,,0.03 ,,$62.54 ,,4.4 ,,$14.32 ,,$0.00 ,,,"$17,573 ",,"$541,570 ",,"37,824 ",,"8,660 ",,0 ,,"237,697 ",,No,,,,,,
"Lowcountry Regional Transportation Authority, dba: Palmetto Breeze",Bluffton,SC,4R07-007,41092,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"68,998 ",26,MB,DO,3,,$0.58 ,,0.02 ,,$76.31 ,,3.1 ,,$24.57 ,,$0.00 ,,,"$10,784 ",,"$456,019 ",,"18,559 ",,"5,976 ",,0 ,,"85,817 ",,No,,,,,,
"Southeast Iowa Regional Planning Commission, dba: SEIBUS",West Burlington,IA,7R01-016,7R01-70217,Private-Non-Profit Corporation,Rural Reporter,0 ,26,DR,DO,26,,$0.34 ,,0.03 ,,$51.76 ,,5.2 ,,$9.97 ,,$0.00 ,,,"$43,360 ",,"$1,282,587 ",,"128,586 ",,"24,780 ",,0 ,,"422,754 ",,No,,,,,,
"Suwannee River Economic Council, Inc.",Live Oak ,FL,4R02-003,4R02-41037,Private-Non-Profit Corporation,Rural Reporter,0 ,26,DR,DO,26,,$0.00 ,,0.00 ,,$57.39 ,,1.4 ,,$42.06 ,,$0.00 ,,,$0 ,,"$1,606,827 ",,"38,200 ",,"27,997 ",,0 ,,"533,368 ",,No,,,,,,
"St. Tammany Parish Government, dba: STAR Transit",Mandeville,LA,6109,60109,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"91,151 ",26,DR,PT,26,,$2.03 ,,0.08 ,,$65.17 ,,2.5 ,,$26.50 ,,$0.00 ,,,"$162,569 ",,"$2,121,327 ",,"80,036 ",,"32,552 ",,0 ,,"606,780 ",,No,,,,,,
Easy Lift Transportation,Goleta,CA,9243,90243,Private-Non-Profit Corporation,Reduced Reporter,"195,861 ",26,DR,DO,26,,$14.91 ,,0.44 ,,$90.39 ,,2.7 ,,$34.01 ,,$0.00 ,,,"$1,137,551 ",,"$2,595,079 ",,"76,300 ",,"28,711 ",,0 ,,"562,564 ",,No,,,,,,
