State,Name,ID,Org Type,SSW,Urbanized Area,UZA Population,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles,,,
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,"St. Louis, MO-IL","2,150,706",DR,DO, 97 , 120 ,, -   ,," 5,581.5 ",," 5,246.7 ",, 335.9 ,, 310.9 ,, 591.2 ,," 5,974.1 ",,,
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,"St. Louis, MO-IL","2,150,706",LR,DO, 58 , 87 ,," 6,237.1 ",," 6,281.7 ",," 6,227.5 ",, 268.0 ,, 263.9 ,," 17,054.5 ",," 153,447.3 ",,,
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,"St. Louis, MO-IL","2,150,706",MB,DO, 312 , 378 ,," 18,478.3 ",," 20,905.1 ",," 18,468.9 ",," 1,458.0 ",," 1,354.0 ",," 29,405.4 ",," 152,729.0 ",,,
MO,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",7006,Authority,N,"St. Louis, MO-IL","2,150,706",Total,, 467 , 585 ,," 24,715.4 ",," 32,768.3 ",," 29,943.1 ",," 2,061.9 ",," 1,928.8 ",," 47,051.1 ",," 312,150.4 ",,,
MO,Cape Girardeau County Transit Authority(CTA),7051,Authority,Y,"Cape Girardeau, MO-IL","52,900",VP,DO, 2 ,,, -   ,, -   ,, 56.1 ,, -   ,, 1.6 ,, 7.6 ,, -   ,,,
MO,Cape Girardeau County Transit Authority(CTA),7051,Authority,Y,"Cape Girardeau, MO-IL","52,900",DR,DO, 20 ,,, -   ,, -   ,, 832.8 ,, -   ,, 57.0 ,, 108.0 ,, -   ,,,
MO,Cape Girardeau County Transit Authority(CTA),7051,Authority,Y,"Cape Girardeau, MO-IL","52,900",MB,DO, 3 ,,, -   ,, -   ,, 162.8 ,, -   ,, 8.3 ,, 26.1 ,, -   ,,,
MO,Cape Girardeau County Transit Authority(CTA),7051,Authority,Y,"Cape Girardeau, MO-IL","52,900",Total,, 25 ,,, -   ,, -   ,," 1,051.6 ",, -   ,, 67.0 ,, 141.6 ,, -   ,,,
MO,City of Independence(IndeBus),7046,City,Y,"Kansas City, MO-KS","1,519,417",MB,PT, 9 ,,, -   ,, -   ,, 256.0 ,, -   ,, 19.4 ,, 204.6 ,, -   ,,,
MO,City of Independence(IndeBus),7046,City,Y,"Kansas City, MO-KS","1,519,417",DR,PT, 6 ,,, -   ,, -   ,, 101.8 ,, -   ,, 7.6 ,, 12.3 ,, -   ,,,
MO,City of Independence(IndeBus),7046,City,Y,"Kansas City, MO-KS","1,519,417",Total,, 15 ,,, -   ,, -   ,, 357.9 ,, -   ,, 26.9 ,, 216.9 ,, -   ,,,
MO,City of Jefferson(JeffTran),7043,City,Y,"Jefferson City, MO","58,533",MB,DO, 9 ,,, -   ,, -   ,, 268.7 ,, -   ,, 17.2 ,, 278.4 ,, -   ,,,
MO,City of Jefferson(JeffTran),7043,City,Y,"Jefferson City, MO","58,533",DR,DO, 8 ,,, -   ,, -   ,, 226.6 ,, -   ,, 15.0 ,, 57.3 ,, -   ,,,
MO,City of Jefferson(JeffTran),7043,City,Y,"Jefferson City, MO","58,533",Total,, 17 ,,, -   ,, -   ,, 495.3 ,, -   ,, 32.1 ,, 335.7 ,, -   ,,,
MO,City of Joplin Metro Area Public(MAPS),7040,City,Y,"Joplin, MO","82,775",DR,DO, 6 ,,, -   ,, -   ,, 223.4 ,, -   ,, 16.9 ,, 36.1 ,, -   ,,,
MO,City of Joplin Metro Area Public(MAPS),7040,City,Y,"Joplin, MO","82,775",MB,DO, 3 ,,, -   ,, -   ,, 124.3 ,, -   ,, 11.3 ,, 104.5 ,, -   ,,,
MO,City of Joplin Metro Area Public(MAPS),7040,City,Y,"Joplin, MO","82,775",Total,, 9 ,,, -   ,, -   ,, 347.7 ,, -   ,, 28.2 ,, 140.6 ,, -   ,,,
MO,City Utilities of Springfield(CU Transit),7003,City,N,"Springfield, MO","273,724",DR,DO, 4 , 5 ,, -   ,, 165.3 ,, 148.1 ,, 10.0 ,, 8.9 ,, 19.8 ,, 150.3 ,,,
MO,City Utilities of Springfield(CU Transit),7003,City,N,"Springfield, MO","273,724",MB,DO, 21 , 30 ,," 1,144.3 ",," 1,143.8 ",," 1,142.7 ",, 77.1 ,, 77.0 ,," 1,482.6 ",," 6,080.8 ",,,
MO,City Utilities of Springfield(CU Transit),7003,City,N,"Springfield, MO","273,724",Total,, 25 , 35 ,," 1,144.3 ",," 1,309.1 ",," 1,290.8 ",, 87.1 ,, 85.9 ,," 1,502.4 ",," 6,231.1 ",,,
MO,Columbia Transit(CT),7016,City,N,"Columbia, MO","124,748",DR,DO, 9 , 11 ,, -   ,, 257.0 ,, 187.1 ,, 23.7 ,, 21.9 ,, 45.4 ,, 245.8 ,,,
MO,Columbia Transit(CT),7016,City,N,"Columbia, MO","124,748",MB,DO, 29 , 34 ,, 703.1 ,, 737.8 ,, 685.0 ,, 77.9 ,, 70.3 ,," 1,833.8 ",," 3,777.7 ",,,
MO,Columbia Transit(CT),7016,City,N,"Columbia, MO","124,748",Total,, 38 , 45 ,, 703.1 ,, 994.8 ,, 872.1 ,, 101.6 ,, 92.2 ,," 1,879.2 ",," 4,023.5 ",,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",VP,DO, 30 , 39 ,, -   ,, 513.4 ,, 513.4 ,, 12.3 ,, 12.3 ,, 66.2 ,," 2,463.3 ",,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",DT,PT, 7 , 7 ,, -   ,, 93.2 ,, 93.2 ,, 3.7 ,, 3.7 ,, 6.4 ,, 101.8 ,,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",MB,DO, 178 , 222 ,," 7,499.0 ",," 8,471.6 ",," 7,491.4 ",, 577.0 ,, 536.2 ,," 14,116.7 ",," 53,423.9 ",,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",DR,DO, 13 , 23 ,, -   ,, 476.3 ,, 376.5 ,, 33.3 ,, 28.3 ,, 120.6 ,, 692.0 ,,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",RB,DO, 11 , 15 ,, 513.4 ,, 551.1 ,, 512.9 ,, 46.5 ,, 44.4 ,," 1,591.1 ",," 4,311.9 ",,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",DR,PT, 65 , 80 ,, -   ,," 3,626.2 ",," 3,130.2 ",, 186.4 ,, 172.4 ,, 280.3 ,," 2,394.3 ",,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Authority,N,"Kansas City, MO-KS","1,519,417",Total,, 304 , 386 ,," 8,012.5 ",," 13,731.7 ",," 12,117.5 ",, 859.2 ,, 797.3 ,," 16,181.2 ",," 63,387.3 ",,,
MO,Southeast Missouri State University(noacronym),7050,University,Y,"Cape Girardeau, MO-IL","52,900",MB,DO, 13 ,,, -   ,, -   ,, 140.5 ,, -   ,, 14.4 ,, 364.3 ,, -   ,,,
MO,Southeast Missouri State University(noacronym),7050,University,Y,"Cape Girardeau, MO-IL","52,900",Total,, 13 ,,, -   ,, -   ,, 140.5 ,, -   ,, 14.4 ,, 364.3 ,, -   ,,,
MO,St. Joseph Transit(The Ride),7032,City,Y,"St. Joseph, MO-KS","81,176",MB,DO, 16 ,,, -   ,, -   ,, 795.3 ,, -   ,, 70.5 ,, 421.9 ,, -   ,,,
MO,St. Joseph Transit(The Ride),7032,City,Y,"St. Joseph, MO-KS","81,176",Total,, 16 ,,, -   ,, -   ,, 795.3 ,, -   ,, 70.5 ,, 421.9 ,, -   ,,,
MS,City of Jackson Transit System(JATRAN),4015,City,N,"Jackson, MS","351,478",MB,DO, 14 , 25 ,, 766.3 ,, 756.2 ,, 723.4 ,, 51.9 ,, 49.6 ,, 704.4 ,," 3,733.1 ",,,
MS,City of Jackson Transit System(JATRAN),4015,City,N,"Jackson, MS","351,478",DR,DO, 16 , 16 ,, -   ,, 362.2 ,, 315.2 ,, 31.6 ,, 25.0 ,, 36.5 ,, -   ,Q,,
MS,City of Jackson Transit System(JATRAN),4015,City,N,"Jackson, MS","351,478",Total,, 30 , 41 ,, 766.3 ,," 1,118.4 ",," 1,038.6 ",, 83.5 ,, 74.6 ,, 740.9 ,," 3,733.1 ",,,
MS,Coast Transit Authority(CTA),4014,Authority,N,"Gulfport, MS","208,948",MB,DO, 17 , 21 ,, 993.0 ,," 1,080.7 ",," 1,025.7 ",, 80.3 ,, 73.6 ,, 914.8 ,," 6,648.7 ",,,
MS,Coast Transit Authority(CTA),4014,Authority,N,"Gulfport, MS","208,948",VP,PT, 47 , 53 ,, -   ,," 1,034.6 ",," 1,034.6 ",, 19.6 ,, 19.6 ,, 172.5 ,," 7,903.0 ",,,
MS,Coast Transit Authority(CTA),4014,Authority,N,"Gulfport, MS","208,948",DR,DO, 15 , 17 ,, -   ,, 314.9 ,, 270.5 ,, 26.5 ,, 24.7 ,, 52.0 ,," 1,681.6 ",,,
MS,Coast Transit Authority(CTA),4014,Authority,N,"Gulfport, MS","208,948",Total,, 79 , 91 ,, 993.0 ,," 2,430.1 ",," 2,330.8 ",, 126.3 ,, 117.9 ,," 1,139.3 ",," 16,233.3 ",,,
MS,Hub City Transit(HCT),4060,City,Y,"Hattiesburg, MS","80,358",DR,DO, 3 ,,, -   ,, -   ,, 55.9 ,, -   ,, 5.8 ,, 9.6 ,, -   ,,,
MS,Hub City Transit(HCT),4060,City,Y,"Hattiesburg, MS","80,358",MB,DO, 4 ,,, -   ,, -   ,, 176.0 ,, -   ,, 10.6 ,, 91.6 ,, -   ,,,
MS,Hub City Transit(HCT),4060,City,Y,"Hattiesburg, MS","80,358",Total,, 7 ,,, -   ,, -   ,, 231.9 ,, -   ,, 16.3 ,, 101.2 ,, -   ,,,
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Billings, MT","114,773",DR,DO, 11 , 15 ,, -   ,, 213.4 ,, 179.5 ,, 24.0 ,, 19.2 ,, 53.6 ,, 395.7 ,,,
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Billings, MT","114,773",MB,DO, 20 , 25 ,, 573.0 ,, 622.0 ,, 572.8 ,, 40.2 ,, 38.3 ,, 609.2 ,," 2,344.1 ",,,
MT,Billings Metropolitan Transit(Billings MET Transit),8004,City,N,"Billings, MT","114,773",Total,, 31 , 40 ,, 573.0 ,, 835.4 ,, 752.3 ,, 64.2 ,, 57.5 ,, 662.8 ,," 2,739.8 ",,,
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Great Falls, MT","65,207",DR,DO, 6 , 8 ,, -   ,, 159.3 ,, 145.5 ,, 12.9 ,, 12.0 ,, 33.1 ,, 94.8 ,,,
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Great Falls, MT","65,207",MB,DO, 13 , 18 ,, 422.3 ,, 453.3 ,, 418.3 ,, 35.5 ,, 33.4 ,, 439.3 ,, 918.1 ,,,
MT,Great Falls Transit District(GFTD),8012,Authority,N,"Great Falls, MT","65,207",Total,, 19 , 26 ,, 422.3 ,, 612.6 ,, 563.8 ,, 48.3 ,, 45.3 ,, 472.4 ,," 1,012.8 ",,,
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Missoula, MT","82,157",DR,DO, 7 , 8 ,, -   ,, 135.5 ,, 125.3 ,, 11.5 ,, 11.0 ,, 22.8 ,, 85.2 ,,,
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Missoula, MT","82,157",MB,DO, 18 , 21 ,, 582.9 ,, 626.3 ,, 582.9 ,, 46.2 ,, 44.6 ,, 886.0 ,," 2,055.1 ",,,
MT,Missoula Urban Transportation District(Mountain Line),8009,Authority,N,"Missoula, MT","82,157",Total,, 25 , 29 ,, 582.9 ,, 761.8 ,, 708.2 ,, 57.7 ,, 55.6 ,, 908.8 ,," 2,140.3 ",,,
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,University,N,"Missoula, MT","82,157",MB,DO, 6 , 9 ,, 152.9 ,, 156.9 ,, 153.2 ,, 11.8 ,, 11.6 ,, 421.7 ,, 738.0 ,,,
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,University,N,"Missoula, MT","82,157",Total,, 6 , 9 ,, 152.9 ,, 156.9 ,, 153.2 ,, 11.8 ,, 11.6 ,, 421.7 ,, 738.0 ,,,
NC,Alamance County Transportation Authority(ACTA),4225,Authority,Y,"Burlington, NC","119,911",DR,DO, 24 ,,, -   ,, -   ,, 628.3 ,, -   ,, 42.5 ,, 59.7 ,, -   ,,,
NC,Alamance County Transportation Authority(ACTA),4225,Authority,Y,"Burlington, NC","119,911",Total,, 24 ,,, -   ,, -   ,, 628.3 ,, -   ,, 42.5 ,, 59.7 ,, -   ,,,
NC,ART (Asheville Redefines Transit)(ART),4005,City,N,"Asheville, NC","280,648",MB,DO, 16 , 23 ,, 893.7 ,, 907.3 ,, 888.9 ,, 65.3 ,, 63.0 ,," 1,437.1 ",," 4,700.4 ",,,
NC,ART (Asheville Redefines Transit)(ART),4005,City,N,"Asheville, NC","280,648",Total,, 16 , 23 ,, 893.7 ,, 907.3 ,, 888.9 ,, 65.3 ,, 63.0 ,," 1,437.1 ",," 4,700.4 ",,,
NC,Buncombe County(Mountain Mobility),4224,City,N,"Asheville, NC","280,648",MB,PT, 5 , 43 ,, -   , Q , 164.0 ,, 112.2 , Q , 8.1 , Q , 7.8 , Q , 32.4 ,, 363.5 ,,,
NC,Buncombe County(Mountain Mobility),4224,City,N,"Asheville, NC","280,648",DR,PT, 38 , 43 ,, -   ,," 1,236.3 ",," 1,008.4 ",, 69.7 ,, 55.6 ,, 127.6 ,," 1,285.4 ",,,
NC,Buncombe County(Mountain Mobility),4224,City,N,"Asheville, NC","280,648",Total,, 43 , 86 ,, -   ,," 1,400.3 ",," 1,120.6 ",, 77.8 ,, 63.4 ,, 160.0 ,," 1,648.9 ",,,
NC,Cabarrus County Transportation Services(CCTS),4214,City,Y,"Concord, NC","214,881",DR,DO, 24 ,,, -   ,, -   ,, 757.5 ,, -   ,, 37.1 ,, 76.1 ,, -   ,,,
NC,Cabarrus County Transportation Services(CCTS),4214,City,Y,"Concord, NC","214,881",Total,, 24 ,,, -   ,, -   ,, 757.5 ,, -   ,, 37.1 ,, 76.1 ,, -   ,,,
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"Wilmington, NC","219,957",VP,DO, 2 , 2 ,, -   ,, 23.7 ,, 23.7 ,, 0.4 ,, 0.4 ,, 1.9 ,, 83.1 ,,,
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"Wilmington, NC","219,957",DR,DO, 19 , 24 ,, -   ,, 479.3 ,, 463.5 ,, 26.5 ,, 25.7 ,, 59.6 ,, 592.4 ,,,
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"Wilmington, NC","219,957",MB,PT, 27 , 39 ,," 1,259.8 ",," 1,310.8 ",," 1,258.0 ",, 93.9 ,, 88.1 ,," 1,517.7 ",," 6,480.6 ",,,
NC,Cape Fear Public Transportation Authority(Wave),4006,Authority,N,"Wilmington, NC","219,957",Total,, 48 , 65 ,," 1,259.8 ",," 1,813.8 ",," 1,745.3 ",, 120.8 ,, 114.2 ,," 1,579.2 ",," 7,156.1 ",,,
NC,Capital Area Transit(CAT),4007,City,N,"Raleigh, NC","884,891",DT,PT, 245 , 245 ,, -   ,," 2,089.3 ",," 2,089.3 ",, 208.7 ,, 208.7 ,, 402.1 ,," 3,482.6 ",,,
NC,Capital Area Transit(CAT),4007,City,N,"Raleigh, NC","884,891",MB,DO, 65 , 100 ,," 2,731.8 ",," 3,213.8 ",," 2,753.3 ",, 234.2 ,, 212.0 ,," 6,393.8 ",," 29,725.9 ",,,
NC,Capital Area Transit(CAT),4007,City,N,"Raleigh, NC","884,891",Total,, 310 , 345 ,," 2,731.8 ",," 5,303.1 ",," 4,842.6 ",, 442.9 ,, 420.7 ,," 6,795.9 ",," 33,208.4 ",,,
NC,Chapel Hill Transit(CHT),4051,City,N,"Durham, NC","347,602",MB,PT, 1 , 2 ,, 15.2 ,, 15.2 ,, 15.2 ,, 0.6 ,, 0.6 ,, 1.9 ,, 17.3 ,,,
NC,Chapel Hill Transit(CHT),4051,City,N,"Durham, NC","347,602",MB,DO, 75 , 98 ,," 1,820.0 ",," 2,058.5 ",," 1,759.0 ",, 172.5 ,, 155.4 ,," 6,894.0 ",," 15,017.1 ",,,
NC,Chapel Hill Transit(CHT),4051,City,N,"Durham, NC","347,602",DR,DO, 14 , 19 ,, -   ,, 370.2 ,, 324.1 ,, 30.8 ,, 25.4 ,, 65.6 ,, 289.3 ,,,
NC,Chapel Hill Transit(CHT),4051,City,N,"Durham, NC","347,602",Total,, 90 , 119 ,," 1,835.3 ",," 2,444.0 ",," 2,098.3 ",, 204.0 ,, 181.4 ,," 6,961.4 ",," 15,323.8 ",,,
NC,Charlotte Area Transit System(CATS),4008,City,N,"Charlotte, NC-SC","1,249,442",DR,DO, 67 , 84 ,, -   ,," 2,670.3 ",," 2,408.2 ",, 150.6 ,, 131.6 ,, 233.8 ,," 2,381.0 ",,,
NC,Charlotte Area Transit System(CATS),4008,City,N,"Charlotte, NC-SC","1,249,442",VP,DO, 79 , 100 ,, -   ,," 1,960.6 ",," 1,960.6 ",, 38.1 ,, 38.1 ,, 260.7 ,," 12,440.9 ",,,
NC,Charlotte Area Transit System(CATS),4008,City,N,"Charlotte, NC-SC","1,249,442",MB,DO, 268 , 322 ,," 10,971.5 ",," 12,695.6 ",," 10,966.7 ",, 878.1 ,, 794.8 ,," 23,298.3 ",," 106,887.5 ",,,
NC,Charlotte Area Transit System(CATS),4008,City,N,"Charlotte, NC-SC","1,249,442",LR,DO, 14 , 20 ,, 849.8 ,, 882.4 ,, 859.6 ,, 55.8 ,, 54.7 ,," 4,919.3 ",," 24,658.3 ",,,
NC,Charlotte Area Transit System(CATS),4008,City,N,"Charlotte, NC-SC","1,249,442",Total,, 428 , 526 ,," 11,821.4 ",," 18,208.9 ",," 16,195.1 ",," 1,122.5 ",," 1,019.2 ",," 28,712.1 ",," 146,367.5 ",,,
NC,City of Jacksonville(Jacksonville Transit),4166,City,Y,"Jacksonville, NC","105,419",MB,PT, 6 ,,, -   ,, -   ,, 261.6 ,, -   ,, 16.1 ,, 90.6 ,, -   ,,,
NC,City of Jacksonville(Jacksonville Transit),4166,City,Y,"Jacksonville, NC","105,419",DR,PT, 3 ,,, -   ,, -   ,, 30.9 ,, -   ,, 2.2 ,, 4.4 ,, -   ,,,
NC,City of Jacksonville(Jacksonville Transit),4166,City,Y,"Jacksonville, NC","105,419",Total,, 9 ,,, -   ,, -   ,, 292.6 ,, -   ,, 18.3 ,, 95.0 ,, -   ,,,
NC,City of Salisbury - Salisbury(Salisbury Transit),4233,City,Y,"Concord, NC","214,881",MB,DO, 3 ,,, -   ,, -   ,, 114.7 ,, -   ,, 9.7 ,, 192.0 ,, -   ,,,
NC,City of Salisbury - Salisbury(Salisbury Transit),4233,City,Y,"Concord, NC","214,881",Total,, 3 ,,, -   ,, -   ,, 114.7 ,, -   ,, 9.7 ,, 192.0 ,, -   ,,,
NC,Concord Kannapolis Area Transit(Rider Transit),4167,City,Y,"Concord, NC","214,881",MB,PT, 7 ,,, -   ,, -   ,, 587.4 ,, -   ,, 31.0 ,, 431.8 ,, -   ,,,
NC,Concord Kannapolis Area Transit(Rider Transit),4167,City,Y,"Concord, NC","214,881",Total,, 7 ,,, -   ,, -   ,, 587.4 ,, -   ,, 31.0 ,, 431.8 ,, -   ,,,
NC,Craven County(CARTS),4210,City,Y,"New Bern, NC","50,503",DR,DO, 22 ,,, -   ,, -   ,, 665.7 ,, -   ,, 41.7 ,, 59.2 ,, -   ,,,
NC,Craven County(CARTS),4210,City,Y,"New Bern, NC","50,503",Total,, 22 ,,, -   ,, -   ,, 665.7 ,, -   ,, 41.7 ,, 59.2 ,, -   ,,,
NC,Cumberland County(CTP),4223,City,Y,"Fayetteville, NC","310,282",DR,PT,,,, -   ,, -   ,, -   ,, -   ,, -   ,, -   ,, -   ,,,
NC,Cumberland County(CTP),4223,City,Y,"Fayetteville, NC","310,282",Total,,,,, -   ,, -   ,, -   ,, -   ,, -   ,, -   ,, -   ,,,
NC,Davidson County Transportation(DCTS),4131,City,Y,"High Point, NC","166,485",DR,PT, 21 ,,, -   ,, -   ,, 148.9 ,, -   ,, 6.0 ,, 40.0 ,, -   ,,,
NC,Davidson County Transportation(DCTS),4131,City,Y,"High Point, NC","166,485",MB,DO, 3 ,,, -   ,, -   ,, 185.5 ,, -   ,, 9.0 ,, 112.1 ,, -   ,,,
NC,Davidson County Transportation(DCTS),4131,City,Y,"High Point, NC","166,485",DR,DO, 2 ,,, -   ,, -   ,, 90.6 ,, -   ,, 6.9 ,, 16.4 ,, -   ,,,
NC,Davidson County Transportation(DCTS),4131,City,Y,"High Point, NC","166,485",Total,, 26 ,,, -   ,, -   ,, 425.0 ,, -   ,, 21.8 ,, 168.5 ,, -   ,,,
NC,Durham Area Transit Authority(DATA),4087,City,N,"Durham, NC","347,602",MB,PT, 41 , 63 ,," 2,581.6 ",," 2,728.5 ",," 2,565.9 ",, 196.4 ,, 190.6 ,," 6,356.5 ",," 22,992.5 ",,,
NC,Durham Area Transit Authority(DATA),4087,City,N,"Durham, NC","347,602",DR,PT, 37 , 48 ,, -   ,," 1,559.8 ",," 1,414.6 ",, 97.6 ,, 84.4 ,, 183.8 ,," 1,738.7 ",,,
NC,Durham Area Transit Authority(DATA),4087,City,N,"Durham, NC","347,602",Total,, 78 , 111 ,," 2,581.6 ",," 4,288.2 ",," 3,980.5 ",, 294.0 ,, 275.0 ,," 6,540.3 ",," 24,731.2 ",,,
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"Fayetteville, NC","310,282",DR,DO, 13 , 13 ,, -   ,, 395.1 ,, 347.3 ,, 27.6 ,, 22.2 ,, 53.3 ,, 391.8 ,,,
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"Fayetteville, NC","310,282",MB,DO, 17 , 22 ,, 967.3 ,, 965.6 ,, 927.5 ,, 75.4 ,, 73.7 ,," 1,699.4 ",," 8,072.3 ",,,
NC,Fayetteville Area System of Transit(FAST),4009,City,N,"Fayetteville, NC","310,282",Total,, 30 , 35 ,, 967.3 ,," 1,360.7 ",," 1,274.8 ",, 103.1 ,, 95.9 ,," 1,752.7 ",," 8,464.1 ",,,
NC,Gaston County,4221,City,Y,"Gastonia, NC-SC","169,495",DR,DO, 26 ,,, -   ,, -   ,, 566.6 ,, -   ,, 35.4 ,, 107.6 ,, -   ,,,
NC,Gaston County,4221,City,Y,"Gastonia, NC-SC","169,495",MB,DO, 1 ,,, -   ,, -   ,, 8.3 ,, -   ,, 0.5 ,, 9.3 ,, -   ,,,
NC,Gaston County,4221,City,Y,"Gastonia, NC-SC","169,495",Total,, 27 ,,, -   ,, -   ,, 575.0 ,, -   ,, 35.9 ,, 116.9 ,, -   ,,,
NC,Gastonia Transit(Gastonia Transit),4010,City,Y,"Gastonia, NC-SC","169,495",MB,DO, 5 ,,, -   ,, -   ,, 294.9 ,, -   ,, 21.4 ,, 299.0 ,, -   ,,,
NC,Gastonia Transit(Gastonia Transit),4010,City,Y,"Gastonia, NC-SC","169,495",DR,DO, 2 ,,, -   ,, -   ,, 64.1 ,, -   ,, 3.8 ,, 7.7 ,, -   ,,,
NC,Gastonia Transit(Gastonia Transit),4010,City,Y,"Gastonia, NC-SC","169,495",Total,, 7 ,,, -   ,, -   ,, 359.0 ,, -   ,, 25.2 ,, 306.7 ,, -   ,,,
NC,Goldsboro-Wayne Transportation Authority(GATEWAY),4132,Authority,Y,"Goldsboro, NC","61,054",DR,DO, 20 ,,, -   ,, -   ,, 916.3 ,, -   ,, 49.8 ,, 95.0 ,, -   ,,,
NC,Goldsboro-Wayne Transportation Authority(GATEWAY),4132,Authority,Y,"Goldsboro, NC","61,054",MB,DO, 5 ,,, -   ,, -   ,, 392.5 ,, -   ,, 23.0 ,, 254.5 ,, -   ,,,
NC,Goldsboro-Wayne Transportation Authority(GATEWAY),4132,Authority,Y,"Goldsboro, NC","61,054",Total,, 25 ,,, -   ,, -   ,," 1,308.8 ",, -   ,, 72.8 ,, 349.5 ,, -   ,,,
NC,Greensboro Transit Authority(GTA),4093,City,N,"Greensboro, NC","311,810",MB,PT, 45 , 57 ,," 2,121.6 ",," 2,175.9 ",," 2,110.6 ",, 164.4 ,, 161.7 ,," 4,591.6 ",," 19,744.0 ",,,
NC,Greensboro Transit Authority(GTA),4093,City,N,"Greensboro, NC","311,810",DR,PT, 36 , 45 ,, -   ,," 1,697.9 ",," 1,586.9 ",, 106.0 ,, 99.6 ,, 231.2 ,," 1,884.2 ",,,
NC,Greensboro Transit Authority(GTA),4093,City,N,"Greensboro, NC","311,810",Total,, 81 , 102 ,," 2,121.6 ",," 3,873.8 ",," 3,697.6 ",, 270.3 ,, 261.3 ,," 4,822.8 ",," 21,628.2 ",,,
NC,Greenville Area Transit(GREAT),4095,City,Y,"Greenville, NC","117,798",MB,DO, 6 ,,, -   ,, -   ,, 293.3 ,, -   ,, 21.6 ,, 543.3 ,, -   ,,,
NC,Greenville Area Transit(GREAT),4095,City,Y,"Greenville, NC","117,798",DR,PT, 5 ,,, -   ,, -   ,, 109.9 ,, -   ,, 10.5 ,, 14.0 ,, -   ,,,
NC,Greenville Area Transit(GREAT),4095,City,Y,"Greenville, NC","117,798",Total,, 11 ,,, -   ,, -   ,, 403.1 ,, -   ,, 32.1 ,, 557.3 ,, -   ,,,
NC,Guilford County Transportation(GCTAMS),4133,City,Y,"Greensboro, NC","311,810",DR,DO, 27 ,,, -   ,, -   ,, 791.9 ,, -   ,, 44.8 ,, 95.4 ,, -   ,,,
NC,Guilford County Transportation(GCTAMS),4133,City,Y,"Greensboro, NC","311,810",Total,, 27 ,,, -   ,, -   ,, 791.9 ,, -   ,, 44.8 ,, 95.4 ,, -   ,,,
NC,Henderson County/ Apple Country Public Transit,4229,City,Y,"Asheville, NC","280,648",MB,PT, 3 ,,, -   ,, -   ,, 172.1 ,, -   ,, 9.1 ,, 94.9 ,, -   ,,,
NC,Henderson County/ Apple Country Public Transit,4229,City,Y,"Asheville, NC","280,648",DR,PT, 2 ,,, -   ,, -   ,, 32.4 ,, -   ,, 2.6 ,, 3.9 ,, -   ,,,
NC,Henderson County/ Apple Country Public Transit,4229,City,Y,"Asheville, NC","280,648",Total,, 5 ,,, -   ,, -   ,, 204.6 ,, -   ,, 11.7 ,, 98.8 ,, -   ,,,
NC,High Point Transit(Hi tran),4011,City,Y,"High Point, NC","166,485",MB,DO, 12 ,,, -   ,, -   ,, 482.5 ,, -   ,, 34.1 ,, 891.2 ,, -   ,,,
NC,High Point Transit(Hi tran),4011,City,Y,"High Point, NC","166,485",DR,DO, 6 ,,, -   ,, -   ,, 126.1 ,, -   ,, 10.3 ,, 32.4 ,, -   ,,,
