State,Name,ID,,Mode,,, Vehicles Available for Maximum Service,Annual Scheduled Vehicle Revenue Miles,Annual Vehicle Miles, Annual Vehicle Revenue Miles,Annual Vehicle Hours,Annual Vehicle Revenue Hours,Unlinked Passenger Trips,Passenger Miles
,,5011,A,DR,DO,35,37,0.0 ,"1,149.6 ","1,149.6 ",51.7 ,51.7 ,112.8 ,"1,179.5 "
,,5011,A,MB,DO,49,49,"2,682.9 ","2,852.0 ","2,682.9 ",170.9 ,166.4 ,"1,711.9 ","6,749.8 "
,,,Total,,,84,86,"2,682.9 ","4,001.5 ","3,832.4 ",222.6 ,218.1 ,"1,824.6 ","7,929.3 "
OH,The Greater Cleveland Regional Transit Authority (GCRTA),,,,,,,,,,,,,
,,5015,B,DR,DO,75,77,0.0 ,"1,986.3 ","1,610.6 ",138.0 ,122.4 ,248.4 ,"1,359.8 "
,,5015,B,DR,PT,23,25,0.0 ,"1,054.9 ",801.3 ,68.0 ,53.8 ,92.0 ,575.9 
,,5015,B,HR,DO,22,22,"1,719.1 ","2,206.2 ","2,191.7 ",103.3 ,99.8 ,"7,372.5 ","50,159.7 "
,,5015,B,LR,DO,17,17,859.3 ,967.7 ,954.1 ,65.0 ,63.7 ,"3,160.5 ","18,678.9 "
,,5015,B,MB,DO,548,701,"21,561.1 ","25,457.6 ","21,353.8 ","1,892.3 ","1,710.6 ","48,768.3 ","189,098.1 "
,,,Total,,,685,842,"24,139.4 ","31,672.6 ","26,911.5 ","2,266.6 ","2,050.3 ","59,641.8 ","259,872.4 "
OH,Toledo Area Regional Transit Authority (TARTA),,,,,,,,,,,,,
,,5022,A,DR,PT,37,40,0.0 ,889.1 ,875.8 ,74.9 ,68.3 ,85.7 ,840.9 
,,5022,A,MB,DO,155,186,"4,300.6 ","4,676.7 ","3,915.1 ",351.1 ,244.5 ,"4,345.5 ","19,796.2 "
,,,Total,,,192,226,"4,300.6 ","5,565.8 ","4,790.9 ",426.0 ,312.7 ,"4,431.3 ","20,637.2 "
OH,Western Reserve Transit Authority (WRTA),,,,,,,,,,,,,
,,5024,A,DR,DO,5,7,0.0 ,132.5 ,110.9 ,11.9 ,10.5 ,20.9 ,91.1 
,,5024,A,MB,DO,36,46,"1,294.4 ","1,306.8 ","1,294.4 ",94.3 ,88.6 ,"1,085.1 ","16,924.8 "
,,,Total,,,41,53,"1,294.4 ","1,439.3 ","1,405.3 ",106.2 ,99.1 ,"1,106.0 ","17,016.0 "
OK,Central Oklahoma Transportation and Parking Authority (COTPA),,,,,,,,,,,,,
,,6017,A,DR,DO,15,21,0.0 ,437.1 ,369.7 ,27.3 ,24.1 ,37.5 ,431.8 
,,6017,A,DR,PT,39,55,0.0 ,380.6 ,296.1 ,27.9 ,22.9 ,124.6 ,824.4 
,,6017,A,MB,DO,62,76,"3,106.2 ","3,108.1 ","3,100.8 ",186.6 ,185.6 ,"2,851.3 ","13,246.2 "
,,6017,A,MB,PT,18,22,682.9 ,840.7 ,682.9 ,54.8 ,50.6 ,"1,108.3 ","6,915.5 "
,,,Total,,,134,174,"3,789.1 ","4,766.5 ","4,449.6 ",296.5 ,283.2 ,"4,121.7 ","21,417.8 "
OK,Metropolitan Tulsa Transit Authority (MTTA),,,,,,,,,,,,,
,,6018,B,DR,PT,133,133,0.0 ,"1,447.3 ","1,278.9 ",121.4 ,88.4 ,207.4 ,"1,688.9 "
,,6018,B,MB,DO,62,78,"2,888.2 ","3,067.2 ","2,888.2 ",204.2 ,184.9 ,"2,814.4 ","14,072.1 "
,,6018,B,MB,PT,4,4,75.5 ,84.7 ,75.5 ,5.4 ,4.3 ,26.0 ,208.8 
,,,Total,,,199,215,"2,963.7 ","4,599.1 ","4,242.6 ",330.9 ,277.6 ,"3,047.8 ","15,969.8 "
OR,Lane Transit District (LTD),,,,,,,,,,,,,
,,0007,B,DR,PT,22,29,0.0 ,711.2 ,604.5 ,59.2 ,48.6 ,116.2 ,756.8 
,,0007,B,MB,DO,85,102,"3,777.1 ","4,068.2 ","3,776.0 ",307.6 ,237.9 ,"8,190.4 ","26,651.6 "
,,,Total,,,107,131,"3,777.1 ","4,779.4 ","4,380.5 ",366.8 ,286.5 ,"8,306.6 ","27,408.4 "
OR,Rogue Valley Transportation District (RVTD),,,,,,,,,,,,,
,,0034,B,DR,DO,4,3,0.0 ,90.5 ,84.4 ,9.6 ,10.1 ,0.0 ,0.0 
,,0034,B,DR,PT,48,18,0.0 ,196.6 ,196.6 ,35.8 ,35.8 ,86.0 ,384.0 
,,0034,B,MB,DO,20,20,576.4 ,634.0 ,576.4 ,34.8 ,31.5 ,987.9 ,"1,877.0 "
,,,Total,,,72,41,576.4 ,921.0 ,857.4 ,80.1 ,77.3 ,"1,073.9 ","2,261.0 "
OR,Salem Area Mass Transit District (Cherriots),,,,,,,,,,,,,
,,0025,B,DR,PT,33,33,0.0 ,"1,057.0 ",905.6 ,74.2 ,61.8 ,219.3 ,856.2 
,,0025,B,MB,DO,56,70,"2,437.9 ","2,617.2 ","2,437.3 ",168.9 ,162.0 ,"5,155.0 ","15,465.0 "
,,,Total,,,89,103,"2,437.9 ","3,674.2 ","3,342.9 ",243.1 ,223.8 ,"5,374.3 ","16,321.2 "
OR,South Metro Area Rapid Transit (SMART),,,,,,,,,,,,,
,,0046,A,DR,DO,3,5,0.0 ,56.9 ,34.5 ,4.8 ,2.0 ,25.7 ,0.0 
,,0046,A,MB,DO,10,23,337.0 ,365.0 ,339.6 ,24.1 ,14.0 ,201.4 ,0.0 
,,,Total,,,13,28,337.0 ,421.9 ,374.1 ,28.9 ,16.1 ,227.1 ,0.0 
OR,Tri-County Metropolitan Transportation District of Oregon (Tri-Met),,,,,,,,,,,,,
,,0008,B,DR,PT,181,211,0.0 ,"7,050.2 ","5,878.5 ",459.4 ,395.3 ,919.0 ,"8,023.5 "
,,0008,B,LR,DO,69,83,"5,828.0 ","5,857.3 ","5,823.8 ",354.2 ,351.8 ,"31,149.0 ","169,571.6 "
,,0008,B,MB,DO,562,655,"23,845.1 ","27,467.8 ","23,776.2 ","2,055.6 ","1,882.9 ","66,434.9 ","237,345.0 "
,,,Total,,,812,949,"29,673.1 ","40,375.4 ","35,478.5 ","2,869.2 ","2,629.9 ","98,502.9 ","414,940.2 "
PA,"Access Transportation Systems, Inc. (Access)",,,,,,,,,,,,,
,,3067,E,DR,PT,430,473,0.0 ,"12,069.1 ","12,069.1 ",775.6 ,775.6 ,"1,861.0 ","12,296.0 "
PA,Altoona Metro Transit (AMTRAN),,,,,,,,,,,,,
,,3011,B,DR,DO,1,2,0.0 ,3.8 ,1.7 ,0.5 ,0.1 ,0.7 ,1.8 
,,3011,B,DR,PT,12,33,0.0 ,38.5 ,19.4 ,3.0 ,1.6 ,7.3 ,35.6 
,,3011,B,MB,DO,28,34,597.6 ,631.9 ,596.7 ,46.2 ,44.4 ,695.5 ,"2,245.8 "
,,,Total,,,41,69,597.6 ,674.2 ,617.8 ,49.7 ,46.2 ,703.5 ,"2,283.1 "
PA,Beaver County Transit Authority (BCTA),,,,,,,,,,,,,
,,3023,B,DR,DO,19,22,0.0 ,71.8 ,66.1 ,4.4 ,3.7 ,13.6 ,146.0 
,,3023,B,DR,PT,19,22,0.0 ,548.3 ,504.8 ,33.3 ,28.5 ,103.9 ,"1,116.6 "
,,3023,B,MB,DO,21,30,107.9 ,136.7 ,107.9 ,6.5 ,5.0 ,54.8 ,626.1 
,,3023,B,MB,PT,21,30,827.4 ,"1,045.3 ",827.5 ,50.1 ,38.7 ,417.9 ,"4,745.2 "
,,,Total,,,80,104,935.3 ,"1,802.0 ","1,506.2 ",94.2 ,76.0 ,590.2 ,"6,633.9 "
PA,Berks Area Reading Transportation Authority (BARTA),,,,,,,,,,,,,
,,3024,B,DR,DO,29,32,0.0 ,614.7 ,467.1 ,53.4 ,40.0 ,128.4 ,933.7 
,,3024,B,DR,PT,15,35,0.0 ,193.1 ,144.8 ,20.6 ,15.0 ,79.1 ,218.1 
,,3024,B,MB,DO,41,55,"1,307.5 ","1,337.5 ","1,300.4 ",116.8 ,114.4 ,"2,530.6 ","5,820.4 "
,,,Total,,,85,122,"1,307.5 ","2,145.3 ","1,912.4 ",190.7 ,169.5 ,"2,738.1 ","6,972.2 "
PA,Cambria County Transit Authority (CamTran),,,,,,,,,,,,,
,,3012,A,DR,DO,2,2,0.0 ,41.3 ,22.8 ,2.6 ,1.4 ,4.0 ,18.1 
,,3012,A,IP,DO,2,2,6.5 ,1.7 ,1.7 ,0.6 ,0.6 ,72.4 ,12.3 
,,3012,A,MB,DO,22,30,849.6 ,881.8 ,848.5 ,71.2 ,69.3 ,"1,240.8 ","5,535.0 "
,,,Total,,,26,34,856.1 ,924.8 ,873.0 ,74.4 ,71.3 ,"1,317.3 ","5,565.4 "
PA,Capital Area Transit (CAT),,,,,,,,,,,,,
,,3014,B,DR,DO,30,30,0.0 ,981.7 ,810.1 ,68.0 ,54.1 ,138.5 ,986.4 
,,3014,B,DR,PT,16,16,0.0 ,700.9 ,680.0 ,39.1 ,38.1 ,81.5 ,582.2 
,,3014,B,MB,DO,51,65,"1,319.1 ","1,521.3 ","1,349.9 ",127.7 ,115.6 ,"2,388.6 ","8,790.1 "
,,3014,B,MB,PT,2,3,46.9 ,47.4 ,46.8 ,3.9 ,3.8 ,20.6 ,65.5 
,,,Total,,,99,114,"1,366.0 ","3,251.3 ","2,886.7 ",238.6 ,211.5 ,"2,629.2 ","10,424.2 "
PA,Centre Area Transportation Authority (CATA),,,,,,,,,,,,,
,,3054,B,DR,PT,7,8,0.0 ,285.2 ,131.2 ,13.3 ,6.5 ,38.0 ,183.9 
,,3054,B,MB,DO,48,56,936.7 ,"1,360.7 ","1,020.5 ",130.6 ,104.5 ,"6,037.1 ","12,074.3 "
,,,Total,,,55,64,936.7 ,"1,645.9 ","1,151.7 ",144.0 ,111.0 ,"6,075.2 ","12,258.2 "
PA,County of Lackawanna Transit System (COLTS),,,,,,,,,,,,,
,,3025,B,DR,PT,5,8,0.0 ,43.5 ,30.3 ,3.1 ,2.2 ,7.6 ,47.6 
,,3025,B,MB,DO,24,30,911.5 ,962.3 ,911.5 ,79.3 ,76.6 ,"1,407.4 ","6,051.9 "
,,3025,B,MB,PT,3,5,123.5 ,142.4 ,123.5 ,8.8 ,8.0 ,49.3 ,231.0 
,,,Total,,,32,43,"1,035.0 ","1,148.3 ","1,065.3 ",91.3 ,86.9 ,"1,464.3 ","6,330.5 "
PA,Erie Metropolitan Transit Authority (EMTA),,,,,,,,,,,,,
,,3013,A,DR,DO,33,40,0.0 ,"1,019.1 ","1,019.1 ",77.2 ,77.2 ,198.5 ,"1,140.9 "
,,3013,A,MB,DO,52,60,"1,410.6 ","1,478.0 ","1,410.2 ",124.7 ,118.0 ,"2,519.4 ","7,561.1 "
,,,Total,,,85,100,"1,410.6 ","2,497.2 ","2,429.3 ",201.9 ,195.1 ,"2,717.8 ","8,702.1 "
PA,Fayette Area Coordinated Transportation (FACT),,,,,,,,,,,,,
,,3087,B,DR,DO,3,6,0.0 ,86.5 ,68.1 ,6.0 ,3.2 ,8.0 ,75.9 
,,3087,B,DR,PT,20,20,0.0 ,"1,216.3 ",817.0 ,58.4 ,50.4 ,171.1 ,"1,699.5 "
,,3087,B,MB,DO,1,1,34.7 ,38.8 ,32.1 ,2.4 ,2.3 ,4.5 ,39.6 
,,3087,B,MB,PT,5,7,209.2 ,215.2 ,209.2 ,12.8 ,9.9 ,58.4 ,478.4 
,,,Total,,,29,34,243.9 ,"1,556.7 ","1,126.4 ",79.7 ,65.9 ,242.0 ,"2,293.3 "
PA,"G G and C Bus Company, Inc.",,,,,,,,,,,,,
,,3050,D,DR,DO,25,25,0.0 ,743.2 ,646.7 ,53.9 ,49.0 ,119.5 ,790.3 
,,3050,D,MB,DO,4,5,131.6 ,137.0 ,121.2 ,10.1 ,9.2 ,44.0 ,295.3 
,,,Total,,,29,30,131.6 ,880.1 ,767.9 ,63.9 ,58.2 ,163.6 ,"1,085.5 "
PA,Lehigh and Northampton Transportation Authority (LANTA),,,,,,,,,,,,,
,,3010,B,DR,PT,103,114,0.0 ,"3,932.3 ","3,735.7 ",191.7 ,185.0 ,487.5 ,"3,898.9 "
,,3010,B,MB,DO,61,83,"2,325.6 ","2,573.4 ","2,312.8 ",197.7 ,182.4 ,"4,281.1 ","16,415.2 "
,,,Total,,,164,197,"2,325.6 ","6,505.7 ","6,048.5 ",389.4 ,367.5 ,"4,768.5 ","20,314.1 "
PA,Luzerne County Transportation Authority (LCTA),,,,,,,,,,,,,
,,3015,B,DR,PT,12,24,0.0 ,135.2 ,108.0 ,7.4 ,5.8 ,16.1 ,96.5 
,,3015,B,MB,DO,31,38,967.0 ,"1,027.5 ",967.2 ,72.9 ,65.2 ,"2,381.5 ","8,758.0 "
,,,Total,,,43,62,967.0 ,"1,162.6 ","1,075.2 ",80.3 ,71.0 ,"2,397.6 ","8,854.5 "
PA,Mid Mon Valley Transit Authority (MMVTA),,,,,,,,,,,,,
,,3061,B,DR,PT,2,2,0.0 ,2.3 ,2.0 ,0.1 ,0.1 ,0.1 ,1.3 
,,3061,B,MB,PT,24,24,657.0 ,740.2 ,651.3 ,51.0 ,45.9 ,415.2 ,"10,336.4 "
,,,Total,,,26,26,657.0 ,742.5 ,653.3 ,51.1 ,45.9 ,415.3 ,"10,337.7 "
PA,Pennsylvania Department of Transportation (PENNDOT),,,,,,,,,,,,,
,,3057,C,CR,PT,10,12,761.5 ,761.5 ,761.5 ,14.6 ,14.6 ,217.1 ,"15,006.1 "
PA,Port Authority of Allegheny County,,,,,,,,,,,,,
,,3022,B,IP,DO,2,2,20.5 ,20.5 ,20.5 ,8.7 ,8.7 ,778.6 ,91.0 
,,3022,B,IP,PT,2,2,14.8 ,14.8 ,14.8 ,4.1 ,4.1 ,317.9 ,47.7 
,,3022,B,LR,DO,47,55,"1,470.7 ","1,520.8 ","1,468.1 ",115.3 ,111.6 ,"7,157.8 ","31,987.6 "
,,3022,B,MB,DO,828,"1,086","28,374.2 ","36,745.2 ","28,344.5 ","2,552.2 ","2,179.4 ","59,988.1 ","273,194.9 "
,,,Total,,,879,"1,145","29,880.2 ","38,301.2 ","29,847.8 ","2,680.4 ","2,303.8 ","68,242.4 ","305,321.2 "
PA,Red Rose Transit Authority (RRTA),,,,,,,,,,,,,
,,3018,B,DR,PT,55,71,0.0 ,"1,747.8 ","1,499.6 ",112.6 ,95.2 ,341.1 ,"3,363.1 "
,,3018,B,MB,DO,35,43,"1,546.4 ","1,606.9 ","1,539.2 ",110.7 ,103.8 ,"1,851.4 ","8,238.6 "
,,,Total,,,90,114,"1,546.4 ","3,354.7 ","3,038.9 ",223.4 ,199.1 ,"2,192.5 ","11,601.7 "
PA,Shenango Valley Shuttle Service (SVSS),,,,,,,,,,,,,
,,3055,A,DR,DO,17,21,0.0 ,516.0 ,282.9 ,34.4 ,14.9 ,90.3 ,658.0 
,,3055,A,MB,DO,3,5,95.8 ,108.0 ,95.8 ,9.7 ,9.1 ,112.3 ,737.8 
,,,Total,,,20,26,95.8 ,624.0 ,378.7 ,44.1 ,24.0 ,202.6 ,"1,395.8 "
PA,Southeastern Pennsylvania Transportation Authority (SEPTA),,,,,,,,,,,,,
,,3019,B,CR,DO,297,357,"15,675.5 ","16,599.5 ","15,643.3 ",614.8 ,579.4 ,"30,023.1 ","430,202.3 "
,,3019,B,DR,PT,357,469,0.0 ,"10,076.5 ","8,626.9 ","1,050.3 ",910.9 ,"1,558.7 ","11,836.6 "
,,3019,B,HR,DO,276,371,"16,548.0 ","16,742.1 ","16,484.8 ",855.6 ,841.8 ,"85,523.8 ","382,138.1 "
,,3019,B,LR,DO,117,141,"3,147.1 ","3,153.0 ","3,126.6 ",333.1 ,330.7 ,"24,850.2 ","61,017.8 "
,,3019,B,MB,DO,"1,145","1,365","40,318.3 ","46,268.4 ","40,059.9 ","4,274.8 ","3,861.5 ","176,263.8 ","480,305.9 "
,,3019,B,MB,PT,4,5,118.6 ,169.8 ,118.1 ,7.4 ,5.6 ,21.4 ,272.1 
,,3019,B,TB,DO,14,65,190.8 ,198.4 ,188.0 ,30.2 ,29.0 ,"2,343.2 ","3,986.8 "
,,,Total,,,"2,210","2,773","75,998.3 ","93,207.6 ","84,247.6 ","7,166.1 ","6,558.9 ","320,584.2 ","1,369,759.7 "
PA,Southwestern Pennsylvania Commission (SPC),,,,,,,,,,,,,
,,3078,B,VP,PT,23,30,0.0 ,489.7 ,489.7 ,14.9 ,14.9 ,138.8 ,"4,400.9 "
PA,"Trans-Bridge Lines, Inc.",,,,,,,,,,,,,
,,2169,E,MB,DO,42,51,"3,159.0 ","3,246.5 ","3,178.7 ",69.3 ,67.9 ,931.9 ,"82,422.0 "
PA,University of Pittsburgh,,,,,,,,,,,,,
,,3084,E,VP,DO,16,16,0.0 ,200.4 ,200.4 ,8.3 ,8.3 ,69.1 ,"1,570.9 "
PA,Westmoreland County Transit Authority (WCTA),,,,,,,,,,,,,
,,3044,B,DR,PT,29,101,0.0 ,46.6 ,46.6 ,2.0 ,2.0 ,5.7 ,46.6 
,,3044,B,MB,PT,20,29,764.3 ,953.1 ,760.0 ,50.3 ,42.5 ,283.7 ,"2,942.3 "
,,,Total,,,49,130,764.3 ,999.7 ,806.7 ,52.3 ,44.5 ,289.4 ,"2,989.0 "
PA,Williamsport Bureau of Transportation (CityBus),,,,,,,,,,,,,
,,3026,B,DR,PT,2,2,0.0 ,20.7 ,20.7 ,1.1 ,1.1 ,3.7 ,20.7 
,,3026,B,MB,DO,19,19,789.7 ,826.0 ,801.5 ,55.3 ,51.2 ,"1,209.8 ","5,298.7 "
,,,Total,,,21,21,789.7 ,846.7 ,822.2 ,56.4 ,52.3 ,"1,213.5 ","5,319.5 "
PA,York County Transportation Authority (rabbittransit),,,,,,,,,,,,,
,,3027,B,DR,DO,31,36,0.0 ,"1,126.6 ",697.4 ,70.2 ,41.7 ,185.8 ,"2,341.1 "
,,3027,B,DR,PT,11,11,0.0 ,50.0 ,50.0 ,5.9 ,5.9 ,14.2 ,50.0 
,,3027,B,MB,DO,31,34,"1,523.8 ","1,570.9 ","1,523.8 ",106.6 ,102.4 ,"1,302.2 ","4,075.9 "
,,,Total,,,73,81,"1,523.8 ","2,747.5 ","2,271.1 ",182.8 ,150.0 ,"1,502.2 ","6,467.0 "
PR,Department of Transportation and Public Works (DTPW),,,,,,,,,,,,,
,,4105,C,PB,PT,"1,182","2,845",0.0 ,"24,744.2 ","22,291.9 ","2,216.0 ","1,996.4 ","30,974.6 ","160,641.1 "
PR,Metropolitan Bus Authority (MBA),,,,,,,,,,,,,
,,4086,A,DR,DO,40,54,0.0 ,"1,064.5 ",899.5 ,85.6 ,72.2 ,137.2 ,950.7 
,,4086,A,MB,DO,216,283,"8,156.8 ","8,138.8 ","7,190.1 ",862.9 ,766.4 ,"31,255.5 ","104,837.0 "
,,,Total,,,256,337,"8,156.8 ","9,203.3 ","8,089.6 ",948.4 ,838.6 ,"31,392.7 ","105,787.6 "
PR,Puerto Rico Highway and Transportation Authority (PRHTA),,,,,,,,,,,,,
,,4094,B,MB,PT,24,30,754.0 ,741.0 ,728.1 ,150.5 ,78.8 ,"1,756.2 ","8,193.2 "
PR,Puerto Rico Ports Authority (PRPA),,,,,,,,,,,,,
,,4070,A,FB,DO,9,9,159.7 ,159.7 ,159.7 ,22.2 ,22.2 ,"1,969.4 ","3,146.8 "
RI,Rhode Island Public Transit Authority (RIPTA),,,,,,,,,,,,,
,,1001,A,DR,DO,35,39,0.0 ,"1,822.0 ","1,259.2 ",114.8 ,90.7 ,247.4 ,"1,795.8 "
,,1001,A,DR,PT,83,86,0.0 ,"2,594.7 ","2,486.9 ",167.4 ,162.4 ,492.6 ,"4,488.4 "
,,1001,A,MB,DO,205,235,"7,588.5 ","9,164.4 ","7,579.9 ",671.2 ,499.6 ,"16,265.8 ","65,272.0 "
,,,Total,,,323,360,"7,588.5 ","13,581.0 ","11,326.0 ",953.4 ,752.7 ,"17,005.9 ","71,556.3 "
SC,Central Midlands Regional Transit Authority,,,,,,,,,,,,,
,,4141,B,DR,PT,19,19,0.0 ,796.5 ,796.5 ,42.5 ,42.5 ,78.5 ,6.2 
,,4141,B,MB,PT,49,49,"1,833.2 ","1,863.9 ","1,833.2 ",130.5 ,128.6 ,"1,835.0 ",97.8 
,,,Total,,,68,68,"1,833.2 ","2,660.4 ","2,629.7 ",173.0 ,171.1 ,"1,913.4 ",104.0 
SC,Charleston Area Regional Transportation Authority (CARTA),,,,,,,,,,,,,
,,4110,B,DR,PT,13,17,0.0 ,715.3 ,629.7 ,38.6 ,35.6 ,68.0 ,785.8 
,,4110,B,MB,PT,43,54,"2,188.2 ","2,208.0 ","2,197.9 ",161.9 ,161.6 ,"3,843.7 ","13,389.5 "
,,,Total,,,56,71,"2,188.2 ","2,923.3 ","2,827.6 ",200.5 ,197.2 ,"3,911.7 ","14,175.4 "
SC,Greenville Transit Authority (GTA),,,,,,,,,,,,,
,,4053,A,DR,DO,4,7,0.0 ,111.8 ,97.4 ,9.8 ,5.9 ,11.4 ,98.1 
,,4053,A,MB,DO,9,19,536.7 ,539.4 ,536.7 ,38.9 ,38.3 ,744.7 ,0.0 
,,,Total,,,13,26,536.7 ,651.1 ,634.1 ,48.7 ,44.2 ,756.1 ,98.1 
SC,Pee Dee Regional Transportation Authority (PDRTA),,,,,,,,,,,,,
,,4056,A,DR,DO,96,139,0.0 ,"4,630.8 ","4,473.5 ",220.9 ,207.6 ,503.2 ,"12,871.1 "
,,4056,A,MB,DO,6,6,104.8 ,108.0 ,104.8 ,8.6 ,8.4 ,33.8 ,169.0 
,,,Total,,,102,145,104.8 ,"4,738.7 ","4,578.3 ",229.5 ,216.0 ,537.1 ,"13,040.1 "
SC,Santee Wateree Regional Transportation Authority (SWRTA),,,,,,,,,,,,,
,,4100,A,DR,DO,59,59,0.0 ,"1,753.1 ","1,502.7 ",102.9 ,97.7 ,135.5 ,"2,516.4 "
,,4100,A,MB,DO,15,15,398.9 ,464.7 ,398.9 ,24.6 ,21.7 ,166.0 ,335.3 
,,4100,A,VP,DO,2,2,0.0 ,46.6 ,36.2 ,1.6 ,1.3 ,7.2 ,258.5 
,,,Total,,,76,76,398.9 ,"2,264.4 ","1,937.8 ",129.1 ,120.6 ,308.8 ,"3,110.3 "
SC,Spartanburg County Transportation Services (sctsb),,,,,,,,,,,,,
,,4088,B,DR,PT,27,35,0.0 ,"1,154.5 ",692.7 ,80.8 ,48.5 ,154.7 ,"2,309.0 "
SC,Spartanburg Transit System,,,,,,,,,,,,,
,,4101,D,MB,DO,9,11,259.7 ,258.4 ,246.5 ,22.6 ,20.5 ,519.4 ,"2,550.5 "
SC,Waccamaw Regional Transportation Authority (Lymo),,,,,,,,,,,,,
,,4102,A,DR,DO,19,20,0.0 ,762.1 ,750.6 ,44.2 ,43.7 ,60.8 ,"1,279.9 "
,,4102,A,MB,DO,40,51,"1,492.5 ","1,538.6 ","1,515.5 ",89.6 ,88.7 ,392.0 ,"1,698.9 "
,,,Total,,,59,71,"1,492.5 ","2,300.7 ","2,266.2 ",133.8 ,132.4 ,452.8 ,"2,978.8 "
SD,Rapid Transit System,,,,,,,,,,,,,
,,8014,A,DR,DO,9,11,0.0 ,163.1 ,157.9 ,15.6 ,15.1 ,70.1 ,300.4 
,,8014,A,MB,DO,4,8,162.4 ,163.2 ,162.4 ,12.0 ,11.0 ,143.8 ,573.8 
,,,Total,,,13,19,162.4 ,326.2 ,320.3 ,27.7 ,26.1 ,213.9 ,874.2 
SD,Sioux Falls Transit,,,,,,,,,,,,,
,,8002,B,DR,DO,20,21,0.0 ,556.9 ,529.2 ,49.8 ,45.3 ,110.2 ,507.9 
,,8002,B,MB,DO,24,27,646.0 ,718.9 ,646.0 ,50.6 ,50.6 ,657.4 ,"1,650.2 "
,,,Total,,,44,48,646.0 ,"1,275.8 ","1,175.2 ",100.3 ,95.9 ,767.6 ,"2,158.1 "
TN,Chattanooga Area Regional Transportation Authority (CARTA),,,,,,,,,,,,,
,,4001,A,DR,DO,12,14,0.0 ,481.4 ,218.8 ,44.3 ,26.1 ,38.6 ,223.9 
,,4001,A,DR,PT,5,5,0.0 ,30.3 ,14.7 ,3.2 ,0.9 ,17.1 ,83.8 
,,4001,A,IP,DO,2,2,15.4 ,15.4 ,15.4 ,5.4 ,5.4 ,383.0 ,383.0 
,,4001,A,MB,DO,51,82,"2,032.9 ","2,038.6 ","1,842.5 ",157.2 ,128.7 ,"1,991.0 ","10,635.9 "
,,,Total,,,70,103,"2,048.3 ","2,565.7 ","2,091.4 ",210.1 ,161.1 ,"2,429.7 ","11,326.6 "
TN,Clarksville Transit System (CTS),,,,,,,,,,,,,
,,4092,A,DR,DO,6,8,0.0 ,294.0 ,276.6 ,21.6 ,20.6 ,34.4 ,230.9 
,,4092,A,MB,DO,11,16,730.8 ,730.8 ,730.8 ,44.7 ,44.7 ,548.3 ,"2,939.0 "
,,,Total,,,17,24,730.8 ,"1,024.8 ","1,007.4 ",66.3 ,65.4 ,582.7 ,"3,169.9 "
TN,Jackson Transit Authority (JTA),,,,,,,,,,,,,
,,4057,A,DR,DO,4,7,0.0 ,130.9 ,130.6 ,10.1 ,9.9 ,29.1 ,216.1 
,,4057,A,MB,DO,8,13,568.8 ,568.3 ,557.5 ,35.2 ,34.7 ,455.0 ,"2,079.4 "
,,,Total,,,12,20,568.8 ,699.3 ,688.1 ,45.3 ,44.6 ,484.1 ,"2,295.5 "
TN,Johnson City Transit System (JCT),,,,,,,,,,,,,
,,4054,A,DR,DO,8,12,0.0 ,189.5 ,141.9 ,22.5 ,16.9 ,37.3 ,152.1 
,,4054,A,MB,DO,6,12,284.9 ,288.2 ,284.6 ,20.7 ,20.1 ,341.3 ,"1,231.5 "
,,,Total,,,14,24,284.9 ,477.7 ,426.5 ,43.2 ,37.0 ,378.6 ,"1,383.7 "
TN,Kingsport Area Transit System (K.A.T.S.),,,,,,,,,,,,,
,,4080,A,DR,DO,5,5,0.0 ,86.7 ,58.6 ,15.3 ,11.5 ,19.1 ,58.6 
,,4080,A,MB,DO,4,4,149.0 ,149.0 ,149.0 ,10.4 ,10.4 ,88.2 ,149.0 
,,,Total,,,9,9,149.0 ,235.7 ,207.6 ,25.7 ,21.9 ,107.3 ,207.6 
TN,Knoxville Area Transit (KAT),,,,,,,,,,,,,
,,4002,A,DR,DO,13,13,0.0 ,411.0 ,361.1 ,26.4 ,22.8 ,39.0 ,317.7 
,,4002,A,MB,DO,69,83,"2,663.9 ","2,864.8 ","2,663.1 ",239.4 ,225.2 ,"2,537.9 ","6,866.9 "
,,,Total,,,82,96,"2,663.9 ","3,275.9 ","3,024.1 ",265.8 ,248.0 ,"2,576.8 ","7,184.6 "
TN,Memphis Area Transit Authority (MATA),,,,,,,,,,,,,
,,4003,A,DR,DO,47,47,0.0 ,"2,433.9 ","2,138.7 ",143.9 ,126.9 ,212.6 ,"3,217.0 "
,,4003,A,LR,DO,10,10,500.8 ,500.8 ,500.8 ,38.2 ,38.2 ,"2,136.5 ","1,562.4 "
,,4003,A,MB,DO,164,221,"6,842.7 ","8,266.6 ","6,160.6 ",503.9 ,381.4 ,"10,692.6 ","61,166.8 "
,,,Total,,,221,278,"7,343.6 ","11,201.3 ","8,800.1 ",686.0 ,546.5 ,"13,041.6 ","65,946.2 "
TN,Metropolitan Transit Authority (MTA),,,,,,,,,,,,,
,,4004,B,DR,DO,28,36,0.0 ,"1,275.6 ",964.7 ,76.0 ,61.5 ,120.7 ,"1,413.3 "
,,4004,B,MB,DO,108,130,"4,025.5 ","4,587.5 ","4,020.9 ",318.1 ,292.9 ,"6,567.3 ","27,614.0 "
